Species	Bacteriocin	Count
Haemophilus_pittmaniae_strain_NCTC13334	-	0
Haemophilus_seminalis_SZY_H68	-	0
Haemophilus_somnus_129PT	-	0
Haemophilus_somnus_2336	-	0
Haemophilus_sp._oral_taxon_036_strain_F0629	-	0
Hafnia_alvei_strain_A23BA	-	0
Hafnia_sp._CBA7124	-	0
Halapricum_salinum_strain_CBA1105	-	0
Halarcobacter_ebronensis_strain_LMG_27922	-	0
Halieaceae_bacterium_IMCC3088	-	0
haloarchaeon_HSR6	-	0
Haloarculaceae_archaeon_HSR12-1	-	0
Haloarculaceae_archaeon_HSR12-2	-	0
Haloarculaceae_archaeon_HSR-Bgl	-	0
Haloarcula_sp._JP-L23	-	0
Haloarcula_sp._'Taiwanensis'	-	0
Halobacteriaceae_archaeon_AArc-S	-	0
Halobacteriovorax_marinus_strain_BE01	-	0
Halobacteriovorax_sp._BALOs_7	-	0
Halobacterium_litoreum_ZS-54-S2	-	0
Halobacterium_noricense_JCM_15102	-	0
Halobacterium_salinarum_R1	-	0
Halobacterium_salinarum_strain_91-R6	-	0
Halobacterium_sp._BOL4-2	-	0
Halobacterium_sp._GSL-19	-	0
Halobacterium_sp._JI20-1	-	0
Halobacterium_sp._NRC-1	-	0
Halobaculum_magnesiiphilum_NBRC_109044	-	0
Halobaculum_roseum_CGMCC_1.15501	-	0
Halobellus_limi_strain_CGMCC_1.10331	-	0
Halobonum_sp._Gai3-2	-	0
Halobonum_sp._NJ-3-1	-	0
Haloferax_alexandrinus_strain_wsp1	-	0
Haloferax_volcanii_DS2	-	0
Halogeometricum_borinquense_DSM_11551	-	0
Halogeometricum_borinquense_strain_wsp3	-	0
Halolamina_sediminis_strain_Hb3	-	0
Halomicrobium_mukohataei_DSM_12286	-	0
Halomicrobium_mukohataei_strain_ZPS1	-	0
Halomicrobium_sp._LC1Hm	-	0
Halomonadaceae_bacterium_strain_MT13	-	0
Halomonas_aestuarii_Hb3	-	0
Halomonas_axialensis_strain_Althf1	-	0
Halomonas_beimenensis_strain_NTU-111	-	0
Halomonas_campaniensis_strain_LS21	-	0
Halomonas_elongata_DSM_2581	-	0
Halomonas_huangheensis_strain_BJGMM-B45	-	0
Halomonas_hydrothermalis_strain_Slthf2	-	0
Halomonas_meridiana_strain_Eplume2	-	0
Halomonas_olivaria_strain_TYRC17	-	0
Halomonas_profundus_strain_13	-	0
Halomonas_sp._18071143	-	0
Halomonas_sp._A3H3	-	0
Halomonas_sp._BM-2019	-	0
Halomonas_sp._GFAJ-1	-	0
Halomonas_sp._GT_strain_GT	-	0
Halomonas_sp._hl-4	-	0
Halomonas_sp._HL-93	-	0
Halomonas_sp._JS92-SW72	-	0
Halomonas_sp._PGE1	-	0
Halomonas_sp._R57-5	-	0
Halomonas_sp._'Soap_Lake_#6'	-	0
Halomonas_sp._'Soap_Lake_#7'_strain_Soap_Lake_#7	-	0
Halomonas_sp._TD01_Halomonas_Bluephagenesis	-	0
Halomonas_sp._THAF5a	-	0
Halomonas_sp._YLGW01	-	0
Halomonas_venusta_strain_4743	-	0
Halopenitus_persicus_strain_CBA1233	-	0
halophilic_archaeon_DL31	-	0
Haloplanus_rallus_strain_MBLA0036	-	0
Haloprofundus_sp._MHR1	-	0
Halopseudomonas_aestusnigri_GOM5	-	0
Haloquadratum_walsbyi_C23	-	0
Haloquadratum_walsbyi_DSM_16790	-	0
Halorhabdus_sp._CBA1104	-	0
Halorhabdus_tiamatea_SARL4B	-	0
Halorhabdus_utahensis_DSM_12940	-	0
Halorhodospira_halophila_SL1	-	0
Halorientalis_sp._IM1011_strain_IM1011	-	0
Halorubrum_lacusprofundi_ATCC_49239	-	0
Halorubrum_sp._2020YC2	-	0
Halorubrum_sp._BOL3-1	-	0
Halorubrum_sp._PV6	-	0
Halorussus_sp._ZS-3	-	0
Halosiccatus_urmianus_IBRC-M:_10911	-	0
Halosimplex_litoreum_strain_YGH94	-	0
Halosimplex_rubrum_strain_R27	-	0
Halostagnicola_larsenii_XH-48	-	0
Halotalea_alkalilenta_strain_IHB_B_13600	-	0
Haloterrigena_daqingensis_strain_JX313	-	0
Haloterrigena_longa_strain_ABH32	-	0
Haloterrigena_sp._YPL8	-	0
Halothiobacillus_neapolitanus_c2	-	0
Halothiobacillus_sp._LS2	-	0
Halovulum_dunhuangense_strain_RR4-56	-	0
Hathewaya_histolytica_strain_NCTC503	-	0
Helicobacter_acinonychis_strain_212_9	-	0
Helicobacter_acinonychis_str._Sheeba	-	0
Helicobacter_canis_strain_MGYG-HGUT-01463	-	0
Helicobacter_cetorum_MIT_00-7128	-	0
Helicobacter_cetorum_MIT_99-5656	-	0
Helicobacter_cholecystus_strain_NCTC13205	-	0
Helicobacter_cinaedi_ATCC_BAA-847	-	0
Helicobacter_cinaedi_PAGU611	-	0
Helicobacter_heilmannii_ASB1.4	-	0
Helicobacter_mustelae_12198	-	0
Helicobacter_mustelae_strain_NCTC12198	-	0
Helicobacter_pullorum_strain_NCTC13154	-	0
Helicobacter_pylori_2017	-	0
Helicobacter_pylori_2018	-	0
Helicobacter_pylori_26695	-	0
Helicobacter_pylori_#3	-	0
Helicobacter_pylori_51	-	0
Helicobacter_pylori_908	-	0
Helicobacter_pylori_Aklavik117	-	0
Helicobacter_pylori_B38	-	0
Helicobacter_pylori_BM012A	-	0
Helicobacter_pylori_BM012S	-	0
Helicobacter_pylori_ELS37	-	0
Helicobacter_pylori_F16	-	0
Helicobacter_pylori_F32	-	0
Helicobacter_pylori_F57	-	0
Helicobacter_pylori_G27	-	0
Helicobacter_pylori_Gambia94/24	-	0
Helicobacter_pylori_HPAG1	-	0
Helicobacter_pylori_HUP-B14	-	0
Helicobacter_pylori_J166	-	0
Helicobacter_pylori_J99	-	0
Helicobacter_pylori_Lithuania75	-	0
Helicobacter_pylori_NCTC_11637_=_CCUG_17874_=_ATCC_43504_strain_NCTC11637	-	0
Helicobacter_pylori_NY40	-	0
Helicobacter_pylori_oki102	-	0
Helicobacter_pylori_oki112	-	0
Helicobacter_pylori_oki128	-	0
Helicobacter_pylori_oki154	-	0
Helicobacter_pylori_oki422	-	0
Helicobacter_pylori_oki673	-	0
Helicobacter_pylori_oki898	-	0
Helicobacter_pylori_PMSS1_strain_PMSS1	-	0
Helicobacter_pylori_Shi169	-	0
Helicobacter_pylori_SouthAfrica20	-	0
Helicobacter_pylori_SouthAfrica7	-	0
Helicobacter_pylori_SS1_strain_SS1	-	0
Helicobacter_pylori_UM037	-	0
Helicobacter_pylori_XZ274	-	0
Helicobacter_saguini_strain_15-1416_(F2)_strain_15-1416_(F2)_strain_15-1416_(F2)	-	0
Helicobacter_sp._MIT_01-6242	-	0
Heliobacterium_modesticaldum_Ice1	-	0
Heliorestis_convoluta_strain_HH	-	0
Herbaspirillum_frisingense_AU14559	-	0
Herbaspirillum_huttiense_strain_NFYY_53159	-	0
Herbaspirillum_rubrisubalbicans_M1	-	0
Herbaspirillum_rubrisubalbicans_strain_DSM_11543	-	0
Herbaspirillum_seropedicae_SmR1	-	0
Herbaspirillum_seropedicae_Z69	-	0
Herbinix_luporum_strain_SD1D	-	0
Hippea_maritima_DSM_10411	-	0
Histophilus_somni_strain_ASc-MMNZ-VFA-069	-	0
Hydrogenibacillus_sp._N12	-	0
Hydrogenophaga_sp._BA0156	-	0
Hydrogenophaga_sp._LPB0072	-	0
Hydrogenophaga_taeniospiralis_LT2	-	0
Hydrogenovibrio_crunogenus_strain_SP-41	-	0
Hydromonas_sp._F02	-	0
Hylemonella_gracilis_strain_NS1	-	0
Hymenobacter_sp._17J68-5	-	0
Hymenobacter_sp._APR13	-	0
Hymenobacter_sp._BRD128	-	0
Hymenobacter_sp._BRD67	-	0
Hymenobacter_sp._BRD72	-	0
Hymenobacter_sp._BT182	-	0
Hymenobacter_sp._DY53	-	0
Hymenobacter_sp._NBH84	-	0
Hymenobacter_tibetensis_KACC_21982	-	0
Hyphobacterium_sp._CCMP332	-	0
Hyphomonadaceae_bacterium_UKL13-1	-	0
Hyphomonas_neptunium_ATCC_15444	-	0
Hyphomonas_sp._KY3	-	0
Hyphomonas_sp._strain_ih12	-	0
Iamia_sp._SCSIO_61187	-	0
Idiomarina_andamanensis_strain_W-5T	-	0
Idiomarinaceae_bacterium_HL-53	-	0
Idiomarina_piscisalsi_strain_10PY1A	-	0
Idiomarina_sp._OT37-5b	-	0
Idiomarina_sp._strain_HT2	-	0
Ignavibacteria_bacterium_strain_Ch128a	-	0
Ignavibacterium_album_JCM_16511	-	0
Ignavibacterium_sp._bin94	-	0
Ignicoccus_hospitalis_KIN4/I	-	0
Ignicoccus_islandicus_DSM_13165_strain_DSM_13166	-	0
Ilumatobacter_coccineum_YM16-304	-	0
Inhella_inkyongensis_strain_IMCC1713	-	0
Intrasporangium_calvum_DSM_43043	-	0
Intrasporangium_calvum_strain_C5	-	0
Iodobacter_fluviatilis_strain_PCH194	-	0
Iodobacter_sp._H11R3	-	0
Isoptericola_dokdonensis_DS-3	-	0
Isoptericola_variabilis_225	-	0
Isorropodon_fossajaponicum_endosymbiont_JTNG4	-	0
Isosphaera_pallida_ATCC_43644	-	0
Janibacter_limosus_strain_P3-3-X1	-	0
Jannaschia_sp._CCS1	-	0
Jannaschia_sp._J12C1-MA-4	-	0
Jatrophihabitans_sp._GAS493	-	0
Jeongeupia_sp._HS-3	-	0
Jeongeupia_sp._USM3	-	0
Jeotgalibaca_dankookensis_strain_EX-07	-	0
Jeotgalibaca_porci_strain_CCUG_69148	-	0
Jeotgalibacillus_sp._D5	-	0
Jeotgalicoccus_sp._WY2	-	0
Kangiella_koreensis_DSM_16069	-	0
Kangiella_profundi_strain_FT102	-	0
Kangiella_sediminilitoris_strain_KCTC_23892	-	0
Ketogulonicigenium_robustum_strain_SPU_B003	-	0
Ketogulonicigenium_vulgare_strain_SKV	-	0
Ketogulonicigenium_vulgare_WSH-001	-	0
Ketogulonicigenium_vulgare_Y25	-	0
Kibdelosporangium_phytohabitans_strain_KLBMP1111	-	0
Kineococcus_radiotolerans_SRS30216	-	0
Kineosporiaceae_bacterium_SCSIO_59966	-	0
Kingella_denitrificans_strain_FDAARGOS_1060_strain_Not_applicable	-	0
Kingella_kingae_4177/66	-	0
Kingella_oralis_strain_DSM_18271	-	0
Kingella_potus_3/SID/1128	-	0
Kiritimatiellaeota_bacterium_S-5007	-	0
Kocuria_palustris_strain_MU14/1	-	0
Kocuria_sp._KD4	-	0
Kocuria_sp._TGY1120_3	-	0
Kocuria_turfanensis_strain_HO-9042	-	0
Koleobacter_methoxysyntrophicus_strain_NRmbB1	-	0
Kordiimonadales_bacterium_IMCC3096	-	0
Kribbella_flavida_DSM_17836	-	0
Kurthia_sp._11kri321	-	0
Kurthia_zopfii_strain_NCTC404	-	0
Kushneria_marisflavi_strain_SW32	-	0
Kushneria_sp._X49_strain_X49	-	0
Kushneria_sp._YCWA18	-	0
Kytococcus_sedentarius_DSM_20547	-	0
Kytococcus_sedentarius_strain_FDAARGOS_1061_strain_Not_applicable	-	0
Labrenzia_sp._THAF187b	-	0
Labrenzia_sp._THAF191a	-	0
Labrenzia_sp._THAF191b	-	0
Labrenzia_sp._THAF35	-	0
Labrenzia_sp._THAF82	-	0
Laceyella_sp._FBKL4.010	-	0
Lachnoanaerobaculum_umeaense_strain_DSM_23576_=_CCUG_58757	-	0
Lachnoclostridium_sp._YL32	-	0
Lachnospiraceae_bacterium_GAM79	-	0
Lachnospiraceae_bacterium_KGMB03038	-	0
Lachnospiraceae_bacterium_KM106-2	-	0
Lachnospiraceae_bacterium_MP1D12	-	0
Lachnospiraceae_bacterium_NSJ-29	-	0
Lachnospiraceae_bacterium_NSJ-4	-	0
Lachnospiraceae_bacterium_oral_taxon_096_strain_F0428	-	0
Lachnospiraceae_bacterium_oral_taxon_500_strain_W11650	-	0
Lachnospiraceae_bacterium_sunii_NSJ-8	-	0
Lacibacter_sp._S13-6-6	-	0
Lacinutrix_sp._5H-3-7-4	-	0
Lacinutrix_sp._Bg11-31	-	0
Lacinutrix_venerupis_strain_DOK2-8	-	0
Lacrimispora_saccharolytica_strain_FDAARGOS_1340_strain_Not_applicable	-	0
Lactiplantibacillus_pentosus_KZ0310	-	0
Lactobacillales_bacterium_strain_NIBRBAC000499792	-	0
Lactobacillus_acidipiscis_strain_ACA-DC_1533	-	0
Lactobacillus_agilis_strain_La3	-	0
Lactobacillus_amylolyticus_strain_L5	-	0
Lactobacillus_amylovorus_GRL1118	-	0
Lactobacillus_apis_strain_ESL0185	-	0
Lactobacillus_backii_strain_TMW_1.1988	-	0
Lactobacillus_bifermentans_strain_LB003	-	0
Lactobacillus_bombi_strain_BI-2.5	-	0
Lactobacillus_brevis_ATCC_367	-	0
Lactobacillus_brevis_BSO_464	-	0
Lactobacillus_buchneri_CD034	-	0
Lactobacillus_coryniformis_strain_CBA3616	-	0
Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001	-	0
Lactobacillus_coryniformis_subsp._torquens_DSM_20004_=_KCTC_3535_strain_DSM20004	-	0
Lactobacillus_curvatus_strain_CBA3617	-	0
Lactobacillus_delbrueckii_subsp._bulgaricus_2038	-	0
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842	-	0
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365	-	0
Lactobacillus_delbrueckii_subsp._bulgaricus_ND02	-	0
Lactobacillus_delbrueckii_subsp._bulgaricus_strain_DSM_20080	-	0
Lactobacillus_delbrueckii_subsp._delbrueckii_strain_KCTC_13731	-	0
Lactobacillus_dextrinicus_strain_LH506	-	0
Lactobacillus_farciminis_KCTC_3681_=_DSM_20184	-	0
Lactobacillus_fermentum_CECT_5716	-	0
Lactobacillus_fermentum_IFO_3956	-	0
Lactobacillus_fructivorans_strain_LF543	-	0
Lactobacillus_frumenti_strain_LF145	-	0
Lactobacillus_gasseri_130918	-	0
Lactobacillus_gasseri_L5	-	0
Lactobacillus_helsingborgensis_strain_ESL0183	-	0
Lactobacillus_jensenii_strain_FDAARGOS_749_strain_Not_applicable	-	0
Lactobacillus_johnsonii_FI9785	-	0
Lactobacillus_kefiri_strain_DH5	-	0
Lactobacillus_koreensis_strain_26-25	-	0
Lactobacillus_kullabergensis_strain_ESL0186	-	0
Lactobacillus_malefermentans_strain_CBA3618	-	0
Lactobacillus_manihotivorans_strain_LM010	-	0
Lactobacillus_mucosae_strain_A1	-	0
Lactobacillus_nagelii_strain_TMW_1.1827	-	0
Lactobacillus_nenjiangensis_strain_SH-Y15	-	0
Lactobacillus_oligofermentans_DSM_15707_=_LMG_22743_strain_LACOL	-	0
Lactobacillus_panisapium_strain_ESL0409	-	0
Lactobacillus_pentosus_KCA1	-	0
Lactobacillus_plantarum_JDM1	-	0
Lactobacillus_plantarum_subsp._plantarum_P-8	-	0
Lactobacillus_pontis_strain_LP475	-	0
Lactobacillus_reuteri	-	0
Lactobacillus_reuteri_DSM_20016	-	0
Lactobacillus_reuteri_I5007	-	0
Lactobacillus_reuteri_JCM_1112	-	0
Lactobacillus_reuteri_TD1	-	0
Lactobacillus_rossiae_strain_L1_strain_not_applicable	-	0
Lactobacillus_sakei_strain_CBA3614	-	0
Lactobacillus_sakei_subsp._sakei_DSM_20017_=_JCM_1157_strain_LT-13	-	0
Lactobacillus_salivarius_str._Ren	-	0
Lactobacillus_sanfranciscensis_strain_LS451	-	0
Lactobacillus_sanfranciscensis_TMW_1.1304	-	0
Lactobacillus_sp._3B(2020)_strain_3B(2020)_strain_3B(2020)_strain_3B(2020)	-	0
Lactobacillus_sp._CBA3606	-	0
Lactobacillus_sp._HBUAS52074	-	0
Lactobacillus_sp._HSLZ-75	-	0
Lactobacillus_sp._WiKim39_strain_WiKim39	-	0
Lactobacillus_sp._wkB8	-	0
Lactobacillus_vaginalis_strain_LV515	-	0
Lactobacillus_zymae_strain_ACA-DC_3411	-	0
Lactococcus_taiwanensis_strain_K_LL001	-	0
Laribacter_hongkongensis_strain_LHGZ1	-	0
Latilactobacillus_sakei_subsp._sakei_strain_ob4.1	-	0
Lautropia_mirabilis_strain_NCTC12852	-	0
Lawsonella_clevelandensis_strain_USB-603019	-	0
Lawsonibacter_asaccharolyticus_OA10	-	0
Leadbetterella_byssophila_DSM_17132	-	0
Legionella_adelaidensis_strain_NCTC12735	-	0
Legionella_anisa_FDAARGOS_1480	-	0
Legionella_cherrii_strain_NCTC11976	-	0
Legionella_endosymbiont_of_Polyplax_serrata_strain_PsAG	-	0
Legionella_hackeliae_strain_ATCC35250	-	0
Legionella_israelensis_strain_Bercovier_4	-	0
Legionella_lansingensis_strain_NCTC12830	-	0
Legionella_longbeachae_FDAARGOS_1481	-	0
Legionella_oakridgensis_strain_NCTC11531	-	0
Legionella_pneumophila_11052018-5	-	0
Legionella_pneumophila_130b	-	0
Legionella_pneumophila_2300/99_Alcoy	-	0
Legionella_pneumophila_str._Corby	-	0
Legionella_pneumophila_str._Lens	-	0
Legionella_pneumophila_str._Paris	-	0
Legionella_pneumophila_subsp._fraseri	-	0
Legionella_pneumophila_subsp._pascullei_strain_D-7119	-	0
Legionella_pneumophila_subsp._pneumophila_ATCC_43290	-	0
Legionella_pneumophila_subsp._pneumophila_LPE509	-	0
Legionella_pneumophila_subsp._pneumophila_PartS-Lpneumophila-RM8376	-	0
Legionella_pneumophila_subsp._pneumophila_str._Hextuple_2q	-	0
Legionella_pneumophila_subsp._pneumophila_str._Hextuple_3a	-	0
Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	-	0
Legionella_pneumophila_subsp._pneumophila_str._Thunder_Bay	-	0
Legionella_sainthelensi_strain_NCTC11988	-	0
Legionella_sp._PC1000	-	0
Legionella_sp._PC997	-	0
Legionella_sp._TUM19329	-	0
Legionella_waltersii_strain_NCTC13017	-	0
Leifsonia_sp._157MF	-	0
Leifsonia_sp._197AMF	-	0
Leifsonia_sp._466MF	-	0
Leifsonia_sp._467MF	-	0
Leifsonia_sp._509MF	-	0
Leifsonia_sp._98AMF	-	0
Leifsonia_sp._PS1209	-	0
Leifsonia_xyli_strain_SE134	-	0
Leifsonia_xyli_subsp._cynodontis_DSM_46306	-	0
Leifsonia_xyli_subsp._xyli_str._CTCB07	-	0
Leisingera_aquaemixtae_strain_R2C4	-	0
Lentibacillus_sp._CBA3610	-	0
Lentilitoribacter_sp._Alg239-R112	-	0
Lentisphaerae_bacterium_strain_zth2	-	0
Leptolyngbya_boryana_dg5_strain_dg5	-	0
Leptolyngbya_boryana_IAM_M-101_strain_IAM_M-101	-	0
Leptolyngbya_boryana_IU_594	-	0
Leptolyngbya_boryana_NIES-2135	-	0
Leptolyngbya_sp._PCC_7376	-	0
Leptolyngbya_valderiana_BDU_20041	-	0
Leptospira_alstonii_strain_GWTS_#1	-	0
Leptospira_biflexa_serovar_Patoc_strain_'Patoc_1_(Ames)'	-	0
Leptospira_biflexa_serovar_Patoc_strain_'Patoc_1_(Paris)'	-	0
Leptospira_borgpetersenii_serovar_Ballum_strain_56604	-	0
Leptospira_borgpetersenii_serovar_Hardjo-bovis_strain_203	-	0
Leptospira_borgpetersenii_serovar_Hardjo-bovis_str._JB197	-	0
Leptospira_borgpetersenii_serovar_Hardjo-bovis_str._L550	-	0
Leptospira_borgpetersenii_serovar_Hardjo_TC129	-	0
Leptospira_borgpetersenii_str._4E	-	0
Leptospira_borgpetersenii_TC112	-	0
Leptospira_interrogans_FMAS_AP1	-	0
Leptospira_interrogans_serovar_Bratislava_strain_PigK151	-	0
Leptospira_interrogans_serovar_Canicola	-	0
Leptospira_interrogans_serovar_Copenhageni_strain_FDAARGOS_203	-	0
Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130	-	0
Leptospira_interrogans_serovar_Hardjo-prajitno_strain_Hardjoprajitno	-	0
Leptospira_interrogans_serovar_Hardjo_strain_L53	-	0
Leptospira_interrogans_serovar_Hardjo_str._Norma	-	0
Leptospira_interrogans_serovar_Icterohaemorrhagiae_strain_898	-	0
Leptospira_interrogans_serovar_Lai_str._56601	-	0
Leptospira_interrogans_serovar_Lai_str._IPAV	-	0
Leptospira_interrogans_serovar_Linhai_str._56609	-	0
Leptospira_interrogans_serovar_Manilae_strain_L495	-	0
Leptospira_kmetyi_strain_LS_001/16	-	0
Leptospira_mayottensis_strain_MDI222	-	0
Leptospira_weilii_FMAS_PD2	-	0
Leptospirillum_ferriphilum_ML-04	-	0
Leptospirillum_ferriphilum_YSK	-	0
Leptospirillum_ferrooxidans_C2-3	-	0
Leptospirillum_sp._Group_II_'CF-1'	-	0
Leptotrichia_buccalis_DSM_1135	-	0
Leptotrichia_sp._oral_taxon_221_strain_F0705	-	0
Leptotrichia_trevisanii_strain_JMUB3935	-	0
Leuconostoc_carnosum_JB16	-	0
Leuconostoc_carnosum_strain_CBA3620	-	0
Leuconostoc_citreum_KM20	-	0
Leuconostoc_falkenbergense_strain_FDAARGOS_1201_strain_Not_applicable	-	0
Leuconostoc_gasicomitatum_LMG_18811	-	0
Leuconostoc_pseudomesenteroides_strain_CBA3630	-	0
Limnobacter_sp._SAORIC-580	-	0
Limnochorda_pilosa_strain_HC45	-	0
Limnohabitans_sp._63ED37-2	-	0
Limosilactobacillus_panis_MT-01	-	0
Liquorilactobacillus_hordei_DSM_19519	-	0
Liquorilactobacillus_nagelii_DSM_13675	-	0
Listeria_innocua_ZM39	-	0
Listeria_marthii_UTK_C1-0015-E1	-	0
Listeria_monocytogenes_10403S	-	0
Listeria_monocytogenes_20-05651	-	0
Listeria_monocytogenes_6179	-	0
Listeria_monocytogenes_EGD	-	0
Listeria_monocytogenes_FSL_F6-684	-	0
Listeria_monocytogenes_La111	-	0
Listeria_monocytogenes_N53-1	-	0
Listeria_monocytogenes_R479a	-	0
Listeria_monocytogenes_serotype_1/2a_str._01-1280	-	0
Listeria_monocytogenes_serotype_1/2a_str._10-0812_strain_10-0812	-	0
Listeria_monocytogenes_serotype_1/2a_str._10-0813_strain_10-0813	-	0
Listeria_monocytogenes_serotype_1/2a_str._10-4754_strain_10-4754	-	0
Listeria_monocytogenes_serotype_1/2a_str._10-4758_strain_10-4758	-	0
Listeria_monocytogenes_serotype_4b_str._LIS0087	-	0
Listeria_monocytogenes_SLCC5850	-	0
Listeria_monocytogenes_SLCC7179	-	0
Listeria_monocytogenes_WSLC1001	-	0
Listeria_seeligeri_serovar_1/2b_str._SLCC3954	-	0
Listeria_sp._PSOL-1_strain_Marseille-P4284	-	0
Listeria_weihenstephanensis_WS_4560	-	0
Listeria_welshimeri_serovar_6b_str._SLCC5334	-	0
Listeria_welshimeri_strain_FDAARGOS_947_strain_Not_applicable	-	0
Litoreibacter_sp._LN3S51	-	0
Litoricola_lipolytica_strain_IMCC_1097	-	0
Litorilituus_sediminis_strain_JCM_17549	-	0
Loktanella_vestfoldensis_strain_SMR4r	-	0
Longicatena_caecimuris_strain_3BBH23	-	0
Lonsdalea_britannica_strain_477	-	0
Luteimonas_sp._100111	-	0
Luteimonas_sp._JM171	-	0
Luteimonas_sp._MC1572	-	0
Luteimonas_sp._MC1825	-	0
Luteimonas_sp._YGD11-2	-	0
Luteolibacter_sp._32A	-	0
Lutibacter_profundi_strain_LP1	-	0
Lutibacter_sp._LPB0138	-	0
Lysinibacillus_capsici_NEB659	-	0
Lysinibacillus_sp._SGAir0095_strain_not_applicable	-	0
Lysinimonas_sp._2DFWR-13	-	0
Lysinimonas_sp._KACC_19322	-	0
Lysobacter_maris_strain_HZ9B	-	0
Lysobacter_sp._CJ11	-	0
Lysobacter_sp._CW239	-	0
Macrococcus_brunensis_18KM1742	-	0
Magnetospirillum_magneticum_AMB-1	-	0
Magnetospirillum_sp._ME-1_strain_ME-1	-	0
Magnetospirillum_sp._XM-1	-	0
Maize_bushy_stunt_phytoplasma_strain_M3	-	0
Mannheimia_haemolytica_USDA-ARS-USMARC-185	-	0
Mannheimia_succiniciproducens_MBEL55E	-	0
Maribacter_sp._HTCC2170	-	0
Maribacter_sp._MJ134	-	0
Maribius_sp._THAF1	-	0
Mariniblastus_fucicola_strain_FC18	-	0
Marinobacter_adhaerens_HP15	-	0
Marinobacter_adhaerens_strain_HP15-B	-	0
Marinobacter_aquaeolei_VT8	-	0
Marinobacter_excellens_HL-55	-	0
Marinobacter_hydrocarbonoclasticus_ATCC_49840	-	0
Marinobacterium_georgiense_strain_IC961	-	0
Marinobacterium_sediminicola_1.7287	-	0
Marinobacterium_sp._LSUCC0821	-	0
Marinobacterium_sp._ST58-10	-	0
Marinobacter_salarius_R9SW1	-	0
Marinobacter_salsuginis_strain_ECT2AJA-044	-	0
Marinobacter_similis_A3d10	-	0
Marinobacter_sp._Arc7-DN-1	-	0
Marinobacter_sp._CP1	-	0
Marinobacter_sp._es.042_strain_ES.042	-	0
Marinobacter_sp._Hb8	-	0
Marinobacter_sp._JH2	-	0
Marinobacter_sp._LPB0319	-	0
Marinobacter_sp._LV10R510-11A	-	0
Marinobacter_sp._NP-4(2019)_strain_NP-4(2019)_strain_NP-4(2019)_strain_NP-4(2019)	-	0
Marinobacter_sp._strain_oa4	-	0
Marinobacter_sp._THAF197a	-	0
Marinobacter_sp._THAF39	-	0
Marinomonas_foliarum_strain_JZW	-	0
Marinomonas_mediterranea_MMB-1	-	0
Marinomonas_posidonica_IVIA-Po-181	-	0
Marinomonas_profundi_M1K-6	-	0
Marinomonas_sp._CT5	-	0
Marinomonas_sp._MWYL1	-	0
Marinomonas_sp._SM1966	-	0
Mariprofundus_aestuarium_strain_CP-5	-	0
Mariprofundus_ferrinatatus_strain_CP-8	-	0
Marisediminicola_antarctica_strain_ZS314	-	0
Maritalea_myrionectae_strain_HL2708#5	-	0
Maritimibacter_sp._strain_ih11	-	0
Marmoricola_scoriae_strain_DSM_22127	-	0
Martelella_lutilitoris_strain_ZRK001	-	0
Martelella_sp._AD-3	-	0
Massilia_timonae_strain_CCUG_43427	-	0
Megamonas_hypermegale_strain_NCTC10570	-	0
Megasphaera_elsdenii_14-14	-	0
Megasphaera_elsdenii_DSM_20460	-	0
Megasphaera_elsdenii_strain_NCIMB702410	-	0
Megasphaera_massiliensis_NBRC_114414	-	0
Meiothermus_ruber_DSM_1279	-	0
Meiothermus_taiwanensis_WR-220	-	0
Melaminivora_jejuensis_KACC_19629	-	0
Melaminivora_sp._SC2-7	-	0
Melaminivora_sp._SC2-9	-	0
Melioribacter_roseus_P3M-2	-	0
Melissococcus_plutonius_DAT561	-	0
Mesoflavibacter_profundi_strain_YC1039	-	0
Mesoflavibacter_sp._strain_ih5	-	0
Mesoplasma_chauliocola_strain_CHPA-2	-	0
Mesoplasma_coleopterae_strain_BARC_779	-	0
Mesoplasma_entomophilum_strain_TAC	-	0
Mesoplasma_florum_L1	-	0
Mesoplasma_florum_strain_BARC_781	-	0
Mesoplasma_florum_W37	-	0
Mesoplasma_lactucae_ATCC_49193_strain_831-C4	-	0
Mesoplasma_syrphidae_strain_YJS_strain_ATCC_51578	-	0
Mesoplasma_tabanidae_strain_BARC_857	-	0
Mesorhizobium_huakuii_7653R	-	0
Mesorhizobium_soli_strain_NIBRBAC000500504	-	0
Mesorhizobium_sp._DCY119	-	0
Mesorhizobium_sp._INR15	-	0
Mesorhizobium_sp._J8	-	0
Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1	-	0
Mesorhizobium_sp._M3A.F.Ca.ET.080.04.2.1	-	0
Mesorhizobium_sp._Pch-S	-	0
Metabacillus_sp._cB07	-	0
Metallosphaera_hakonensis_strain_HO1-1	-	0
Metallosphaera_tengchongensis_strain_Ric-A	-	0
Methanobacterium_sp._BRmetb2	-	0
Methanobacterium_sp._MethCAN	-	0
Methanobacterium_sp._MO-MB1	-	0
Methanobacterium_sp._MZ-A1	-	0
