Species	Bacteriocin	Count
Sulfitobacter_sp._JK7-1	Antimicrobial14	1
Microcoleus_sp._PCC_7113	Bacteriocin_IIc,ggmotif,LE-LanBC	3
Pseudomonas_sp._S1-A32-2	Gallidermin	1
Pseudomonas_aeruginosa_LESlike7	Bacteriocin_IIc,ggmotif	2
Bacillus_cereus_D17	Bacteriocin_IId	1
Advenella_mimigardefordensis_DPN7	Bacteriocin_IId,Bacteriocin_IIi,Lactococcin	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20094682	Bacteriocin_IIc	1
Burkholderia_mallei_SAVP1	Bacteriocin_IIc,ggmotif	2
Lactobacillus_fermentum_strain_2760	L_biotic_typeA	1
Vibrio_sp._dhg	Bacteriocin_IIc	1
Paraburkholderia_caledonica_strain_PHRS4	Bacteriocin_IIc	1
Burkholderia_phytofirmans_PsJN	Bacteriocin_IIc,Linocin_M18	2
Oligotropha_carboxidovorans_OM4	Bacteriocin_IIc	1
Bacillus_sp._B25(2016b)	Bacteriocin_IId,Lactococcin_972	2
Mesorhizobium_ciceri_biovar_biserrulae_strain_WSM1284	Bacteriocin_IIc	1
Xanthomonas_translucens_pv._translucens_CIX43	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Gibbsiella_quercinecans_strain_FRB97	Bacteriocin_IIc	1
Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	Lactococcin_972,Lactococcin	2
Pseudoalteromonas_haloplanktis_TAC125	Bacteriocin_IIc,ComC	2
Bacillus_amyloliquefaciens_subsp._amyloliquefaciens_KHG19	Bacteriocin_IId	1
Staphylococcus_aureus_subsp._aureus_JKD6159	Lactococcin_972	1
Streptococcus_equi_subsp._equi_strain_470_001	Bacteriocin_IIc,Bacteriocin_IId,ComC,Lactococcin_972	4
Flavobacterium_columnare_strain_90-106	Bacteriocin_IIc,ComC	2
Ktedonobacteria_bacterium_brp13	Bacteriocin_IIc,Lactococcin,L_biotic_typeA	3
Elizabethkingia_anophelis_090-MNO-R	Bacteriocin_IIc,ComC,ggmotif,L_biotic_typeA	4
Burkholderia_thailandensis_MSMB121	Bacteriocin_IIc,ggmotif	2
Bombella_sp._ESL0368	ggmotif	1
Pseudomonas_monteilii_SB3101	Bacteriocin_IIc,Linocin_M18	2
Shewanella_halifaxensis_HAW-EB4	Bacteriocin_IIc	1
Citrobacter_sp._BDA59-3	Bacteriocin_IIc,Bacteriocin_IId,Mersacidin	3
Paenibacillus_brasilensis_strain_KACC_13842	Bacteriocin_IId,Lactococcin_972	2
Salmonella_enterica_subsp._enterica_serovar_Krefeld_strain_CVM_20739	Bacteriocin_IIc	1
Bacillus_jeotgali_strain_DSM_18226	L_biotic_typeA	1
Spiroplasma_syrphidicola_EA-1	L_biotic_typeA	1
Dolichospermum_sp._DL01	L_biotic_typeA	1
Lactobacillus_gallinarum_strain_HFD4	Bacteriocin_II	1
Yersinia_enterocolitica_(type_O:2)_str._YE3094/96	Bacteriocin_IIc,ComC	2
Pantoea_sp._PSNIH2	Bacteriocin_IIc,ggmotif	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20084644	Bacteriocin_IIc	1
Escherichia_coli_BL21	Bacteriocin_IIc	1
Bacillus_sp._DM2	Bacteriocin_IIc,MA-NIS	2
Pseudoalteromonas_sp._LC2018020214	Antimicrobial17,Bacteriocin_IIc,ggmotif	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20111095	Bacteriocin_IIc	1
Clostridiales_genomosp._BVAB1_strain_UAB071	Bacteriocin_IIc,Bacteriocin_II	2
Mycobacterium_tuberculosis_PanR0605	Gallidermin,Linocin_M18	2
Lentisphaeria_bacterium_nC33_lr_bin.207.fa	Bacteriocin_IIc	1
Paenibacillus_sp._BD3526	Gallidermin	1
Lentzea_sp._DHS_C013	lasso	1
Vibrio_scophthalmi_strain_VS-05	Bacteriocin_IIc	1
Rathayibacter_sp._VKM_Ac-2759	Lactococcin_972	1
Planococcus_donghaensis_strain_DSM_22276	Bacteriocin_IIc	1
Saccharolobus_caldissimus_JCM32116	Linocin_M18	1
Bacillus_mojavensis_strain_LDFZ001	Lactococcin_972,MA-2PEPA,Mersacidin	3
Elioraea_sp._MS-P2	Bacteriocin_IId	1
Thermotoga_profunda_AZM34c06	Linocin_M18	1
Paraburkholderia_sp._SOS3	Lactococcin_972	1
Curtobacterium_sp._Csp2_strain_csp2	Bacteriocin_IIi,Lactococcin_972	2
Salmonella_enterica_subsp._arizonae_PartD-Sarizonae-RM8376	Bacteriocin_IIc	1
Neokomagataea_sp._Ha5	ggmotif	1
Lactococcus_sp._TMW21615	Bacteriocin_IIc	1
Sulfurimonas_denitrificans_DSM_1251	LE-LAC481	1
Microcystis_panniformis_FACHB-1757	Bacteriocin_IIc	1
Alteromonas_addita_strain_R10SW13	Bacteriocin_IIc,ggmotif	2
Streptococcus_sp._I-G2	Bacteriocin_IIc,ComC,Lactococcin	3
Rhizobium_leguminosarum_bv._trifolii_WSM2304	Bacteriocin_IIc	1
Rhodococcus_sp._LW-XY12	Linocin_M18	1
Mucilaginibacter_gossypii_strain_P3	L_biotic_typeA	1
Clostridium_drakei_strain_SL1	Lactococcin	1
Bacillus_coagulans_2-6	Bacteriocin_IId,Lactococcin	2
Pelagibacterium_halotolerans_strain_ANSP101	Bacteriocin_IIc,ggmotif	2
Oligotropha_carboxidovorans_OM5	Bacteriocin_IIc	1
Burkholderia_thailandensis_2002721723	Bacteriocin_IIc,ggmotif	2
Planctomycetia_bacterium_strain_H1_AMX1	Bacteriocin_IIc	1
Achromobacter_deleyi_SMAs-55	Bacteriocin_IIc,Bacteriocin_IId,Linocin_M18	3
Streptococcus_pyogenes_A20	Antimicrobial17,Bacteriocin_IIc,L_biotic_typeA,MA-NIS+EPI	4
Pseudomonas_sabulinigri_strain_JCM_14963	Linocin_M18	1
Photobacterium_sp._GJ3	Linocin_M18	1
Parageobacillus_caldoxylosilyticus_KH1-5	LE-DUF	1
Rathayibacter_iranicus_strain_NCCPB_2253	MA-2PEPA	1
Mycobacterium_intracellulare_MOTT-02	Linocin_M18	1
Streptomyces_sp._SSL-25	LE-DUF,Mersacidin	2
Helicobacter_pylori_Shi417	lasso	1
Tamlana_sp._UJ94	Bacteriocin_IIc	1
Rhodoferax_sp._PAMC29310	Bacteriocin_IIc,Bacteriocin_IId	2
Staphylococcus_aureus	Lactococcin_972	1
Bacillus_cohnii_strain_DSM_6307	Bacteriocin_IIc,Bacteriocin_IId,Lactococcin_972	3
Haloplanus_aerogenes_strain_JCM_16430	Bacteriocin_IIc,Linocin_M18	2
Clostridium_intestinale_strain_Lx1	Bacteriocin_IId,Bacteriocin_IIi	2
Oscillospiraceae_bacterium_LBM18003	Bacteriocin_IIc,Lactococcin_972	2
Synechocystis_sp._PCC_6803	ggmotif	1
Streptomyces_incarnatus_strain_NRRL8089	Antimicrobial17,Bacteriocin_IIc,Bacteriocin_IId,Lactococcin_972,LE-LAC481	5
Mycobacterium_tuberculosis_PanR0606	Gallidermin,Linocin_M18	2
Salmonella_sp._SCFS4	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._USDA-ARS-USMARC-1900	Bacteriocin_IIc	1
Mycolicibacterium_mageritense_strain_JCM_12375	Linocin_M18	1
Roseobacter_ponti_strain_DSM_106830	Bacteriocin_IIc	1
Leptotrichia_wadei_strain_JMUB3933	Bacteriocin_IIc	1
Agrobacterium_rhizogenes_strain_A4	Bacteriocin_IIc,Linocin_M18	2
Desulfitobacterium_hafniense_Y51	LE-DUF	1
Kordia_antarctica_strain_IMCC3317	Bacteriocin_IIc,Bacteriocin_IId,L_biotic_typeA	3
Streptococcus_dysgalactiae_subsp._equisimilis_Karl	ComC	1
Microlunatus_sp._KUDC0627	Linocin_M18	1
Mycobacterium_tuberculosis_EAI5/NITR206	Gallidermin,Linocin_M18	2
Morganella_morganii_subsp._morganii_strain_12304	Bacteriocin_IIc,ggmotif	2
Listeria_ivanovii_subsp._ivanovii_PAM_55	Bacteriocin_IIc,Lactococcin_972	2
Jeotgalibaca_arthritidis_strain_CECT_9157	Bacteriocin_IId	1
Salmonella_sp._SAL-007	Bacteriocin_IIc,LE-DUF	2
Rhizobiales_bacterium_PAMC_29148	Bacteriocin_IIc	1
Escherichia_coli_UM146	Bacteriocin_IIc	1
Nitratireductor_basaltis_strain_RR3-28	Antimicrobial18,Bacteriocin_IIc	2
Acidobacterium_sp._MP5ACTX9	Bacteriocin_IIc,Lactococcin	2
Gelria_sp._Kuro-4	Bacteriocin_IIc	1
Rahnella_aquatilis_CIP_78.65_=_ATCC_33071	Bacteriocin_IIc	1
Mesorhizobium_loti_NZP2037	Bacteriocin_IIc	1
Staphylococcus_haemolyticus_JCSC1435	L_biotic_typeA	1
Brucella_anthropi_T210003	Bacteriocin_IIc	1
Gemmataceae_bacterium_strain_PL17	Bacteriocin_IIc,Bacteriocin_IIi	2
Altererythrobacter_sp._ZODW24	Bacteriocin_IIc,LE-DUF	2
Quatrionicoccus_australiensis_D9	Bacteriocin_IIc,L_biotic_typeA	2
Staphylococcus_aureus_subsp._aureus_COL	Gallidermin	1
Mycobacterium_tuberculosis_PanR1005	Gallidermin,Linocin_M18	2
Aminobacterium_colombiense_DSM_12261	Linocin_M18	1
Bacillus_foraminis_strain_Bac44	L_biotic_typeA	1
Bacillus_toyonensis_UTDF19-29B	Bacteriocin_IId,Bacteriocin_IIi,Lactococcin_972	3
Shewanella_violacea_DSS12	ComC	1
Rhizobium_sp._N741	Bacteriocin_IIc	1
Thermoproteus_uzoniensis_768-20	Bacteriocin_IIi	1
Denitrobacterium_detoxificans_strain_NPOH1	ggmotif,Mersacidin	2
Thermoleptolyngbya_sp._PKUAC-SCTA183	Bacteriocin_IIc,Bacteriocin_IId,Bacteriocin_II,ggmotif	4
Comamonas_serinivorans_strain_DSM_26136	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Hayindogo_strain_CFSAN050752	Bacteriocin_IIc	1
Bacillus_simplex_NBRC_15720_=_DSM_1321	L_biotic_typeA	1
Pseudomonas_aeruginosa_SCV20265	Bacteriocin_IIc,ggmotif	2
Streptococcus_mutans_UA159	Bacteriocin_IIc,ComC	2
Clostridioides_difficile_R20291	LE-MER+2PEP	1
Mycobacterium_conspicuum_strain_JCM_14738	L_biotic_typeA,Linocin_M18	2
Pseudoalteromonas_nigrifaciens_strain_KMM_661	Bacteriocin_IIc,ComC	2
Staphylococcus_aureus_08BA02176	Bacteriocin_IIc,Lactococcin_972	2
Mesorhizobium_sp._NZP2077	Bacteriocin_IIc	1
Stenotrophomonas_sp._NA06056	Bacteriocin_IIc	1
Mannheimia_haemolytica_0597	Linocin_M18,Mersacidin	2
Arthrobacter_crystallopoietes_strain_NT16	Linocin_M18	1
Mycobacterium_tuberculosis_PanR0607	Gallidermin,Linocin_M18	2
Streptomyces_pratensis_strain_S10	ggmotif,Mersacidin	2
Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._USDA-ARS-USMARC-1901	Bacteriocin_IIc	1
Fluviibacterium_aquatile_strain_SC52	Bacteriocin_IIc	1
Clostridium_perfringens_ATCC_13124	ggmotif	1
Pseudomonas_sp._S11A_273	Bacteriocin_IIc	1
Brevundimonas_naejangsanensis_strain_BRV3	Bacteriocin_IIc	1
Xylella_fastidiosa_subsp._morus_Riv11	Bacteriocin_IIc,ggmotif	2
Chromobacterium_vaccinii_GIMC1601:ChrSima_w	Bacteriocin_IIc,ggmotif	2
Streptomyces_sp._CMB-StM0423	Linocin_M18	1
Lactobacillus_casei_W56	Bacteriocin_IIc,ComC	2
Escherichia_coli_ATCC_8739	Bacteriocin_IIc,ggmotif	2
Escherichia_coli_O157:H7_str._EC10	Bacteriocin_IIc	1
Streptomyces_cattleya_NRRL_8057_=_DSM_46488	Lactococcin_972	1
Clostridioides_sp._ES-W-0016-02	L_biotic_typeA	1
uncultured_Prevotellamassilia_sp._strain_Prevotellamassilia_canine_HQ_MAG	Bacteriocin_IIc,Bacteriocin_II	2
Klebsiella_sp._P1CD1	Bacteriocin_IIc,ggmotif	2
Lactobacillus_amylovorus_GRL_1112	Linocin_M18	1
Lachnospiraceae_bacterium_TB5	L_biotic_typeA	1
Xanthomonas_sp._LMG_31886_strain_GBBC_2199	Bacteriocin_IIc	1
Streptococcus_pyogenes_NZ131	Antimicrobial17,Bacteriocin_IIc,L_biotic_typeA	3
Pseudoalteromonas_sp._16-SW-7	Bacteriocin_IIc,ComC,ggmotif	3
Ralstonia_syzygii_subsp._celebesensis_strain_UGMSS_Db01	Bacteriocin_IIc	1
Paenibacillus_durus_ATCC_35681	Gallidermin	1
Brevibacterium]_frigoritolerans_DSM_8801	L_biotic_typeA	1
Vibrio_sp._2521-89_strain_2521-89	MA-LAC481	1
Desulfobacteraceae_bacterium_bin575	Antimicrobial14	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120994	Bacteriocin_IIc	1
Mycobacterium_tuberculosis_PanR1006	Gallidermin,Linocin_M18	2
Catenulispora_acidiphila_DSM_44928	Bacteriocin_IIc,Linocin_M18	2
Halorhodospira_halochloris_str._A	Bacteriocin_IId	1
Roseburia_intestinalis_L1-82	L_biotic_typeA,LE-LanBC	2
Brucella_abortus_bv._9_str._C68	Bacteriocin_IIc	1
Mycobacterium_abscessus_CF	Linocin_M18	1
Lactobacillus_fermentum_F-6	L_biotic_typeA	1
Streptomyces_sp._INR7	ggmotif	1
Kitasatospora_sp._NA04385	Bacteriocin_IIc,L_biotic_typeA,Linocin_M18	3
Acaryochloris_sp._'Moss_Beach'	Bacteriocin_IIc,Bacteriocin_IId,ComC,Linocin_M18	4
Streptococcus_sp._oral_taxon_431	Bacteriocin_IIc,ComC,Lactococcin_972,LE-DUF	4
Mycoplasma_hominis_ATCC_27545	Bacteriocin_IIc	1
Dechloromonas_sp._HYN0024	Bacteriocin_IIc	1
Geobacillus_lituanicus_strain_N-3	L_biotic_typeA,Linocin_M18,MA-NIS	3
Hymenobacter_sp._S2-20-2	Bacteriocin_IIc	1
Streptococcus_uberis_0140J	Antimicrobial17,Bacteriocin_IIc,Bacteriocin_IId	3
Capnocytophaga_sp._oral_taxon_323_strain_F0383	Bacteriocin_IIc	1
Xanthobacteraceae_bacterium_strain_ACE_PRO9	Bacteriocin_IIc,Mersacidin	2
Bacillus_freudenreichii_strain_NCTC4823	Bacteriocin_IIc	1
Vibrio_cholerae_2012EL-2176	MA-LAC481	1
Planctomycetes_bacterium_ElP	Bacteriocin_IIc	1
Calothrix_sp._NIES-2098	ggmotif,Lactococcin,LE-DUF	3
Caldivirga_maquilingensis_IC-167	leaderLanBC,Linocin_M18	2
Rothia_sp._ZJ932	ggmotif,Lactococcin_972	2
Lysinibacillus_fusiformis_strain_1226	Bacteriocin_IIc,ComC,L_biotic_typeA,Linocin_M18	4
Rhizobium_sp._SL42	Bacteriocin_IIc,ggmotif	2
Methyloprofundus_sp._strain_INp10_methR40d	LE-MER+2PEP	1
Salmonella_enterica_subsp._enterica_serovar_Bareilly_strain_FC745	Bacteriocin_IIc	1
Beggiatoa_leptomitiformis_strain_D-402	Bacteriocin_IIi	1
Stenotrophomonas_maltophilia_R551-3	Bacteriocin_IIc	1
Nocardioides_sp._JS614	L_biotic_typeA	1
Paenibacillus_guangzhouensis_strain_KCTC_33171	Bacteriocin_IIc,Bacteriocin_IId	2
Psychrobacter_sp._P11F6	Bacteriocin_IIc	1
Salmonella_enterica_subsp._diarizonae_serovar_50:k:z_str._MZ0080_strain_MZ0080	Bacteriocin_IIc	1
Xanthomonas_translucens_pv._undulosa_CFBP_2055	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Janthinobacterium_lividum_strain_EIF1	Bacteriocin_IIc	1
Citrobacter_sp._RHBSTW-01013	Bacteriocin_IIc	1
Burkholderia_sp._2002721687	Bacteriocin_IIc,ggmotif	2
Terriglobus_roseus_strain_GAS232	Bacteriocin_IIc	1
Rhodococcus_sp._WB9	Linocin_M18	1
Xanthobacter_autotrophicus_Py2	Bacteriocin_IIc,Linocin_M18	2
Streptomyces_sp._CB09001	ggmotif	1
Raoultella_ornithinolytica_OHMEATKPC2_NDM5	Bacteriocin_IIc	1
Paenibacillus_kribbensis_strain_AM49	Bacteriocin_IIc	1
Pantoea_sp._MT58	Bacteriocin_IIc	1
Microbacterium_sediminis_strain_YLB-01	Bacteriocin_IId	1
Streptomyces_luteoverticillatus_strain_CGMCC_15060	Gallidermin	1
Mycobacterium_tuberculosis_PanR1007	Gallidermin,Linocin_M18	2
Streptomyces_noursei_strain_A-2-1	Bacteriocin_IIc,ggmotif,L_biotic_typeA,Linocin_M18	4
Kitasatospora_sp._MMS16-BH015	Bacteriocin_IIc,Linocin_M18	2
Escherichia_coli_O157:H7_str._EC4115	Bacteriocin_IIc	1
Arcobacter_mytili_LMG_24559	Antimicrobial18,LE-LanBC	2
Pseudomonas_stutzeri_A1501	Bacteriocin_IIc,LE-LAC481	2
Burkholderia_sp._MBR-1	Bacteriocin_IIc,Linocin_M18	2
Halosimplex_pelagicum_strain_R2	LE-LAC481,Linocin_M18	2
Clostridium_kluyveri_strain_JZZ	Bacteriocin_IIc	1
Escherichia_albertii_strain_05-3106	Bacteriocin_IIc	1
Arthrobacter_sp._zg-ZUI227	Linocin_M18	1
Bacillus_thuringiensis_Bt407	Bacteriocin_IId,Mersacidin	2
Edwardsiella_tarda_C07-087	Bacteriocin_IIc	1
Mycobacterium_avium_subsp._paratuberculosis_MAP4	L_biotic_typeA,Linocin_M18	2
Citrobacter_sp._SL156	Bacteriocin_IIc	1
Mycobacterium_vanbaalenii_PYR-1	Linocin_M18	1
Francisella_tularensis_subsp._novicida_F6168	Bacteriocin_IId	1
Salmonella_enterica_subsp._enterica_serovar_Oranienburg_strain_CFSAN076211	Bacteriocin_IIc	1
Mycobacterium_abscessus_subsp._bolletii_50594	Linocin_M18	1
Streptomyces_sp._Z022	Bacteriocin_IIc,ggmotif	2
Methylobacterium_sp._XJLM	Bacteriocin_IIc,ggmotif,Linocin_M18	3
Burkholderia_pseudomallei_NAU35A-3	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Dickeya_fangzhongdai_643b	Bacteriocin_IId	1
Myxococcus_sp._SCHIC003	Linocin_M18	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._CDC_2011K-0870	Bacteriocin_IIc	1
Thiolapillus_brandeum_Hiromi_1	Bacteriocin_IIc	1
Acinetobacter_baumannii_ATCC_17978	Bacteriocin_IIc,ggmotif	2
Rhodococcus_opacus_B4	Linocin_M18	1
Nocardia_brasiliensis_strain_AUSMDU00024985	Lactococcin_972,Linocin_M18	2
Bacillus_amyloliquefaciens_XH7	Bacteriocin_IId,ggmotif	2
Campylobacter_jejuni_subsp._jejuni_M129	Linocin_M18	1
Mycobacterium_tuberculosis_PanR0609	Gallidermin,Linocin_M18	2
Saccharomonospora_viridis_DSM_43017	Mersacidin	1
Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._USDA-ARS-USMARC-1903	Bacteriocin_IIc	1
Rhizobium_sp._K1/93	Bacteriocin_IIc,LE-MER+2PEP	2
Achromobacter_denitrificans_strain_FDAARGOS_786_strain_Not_applicable	Bacteriocin_IIc,Bacteriocin_IId	2
Acinetobacter_junii_A2-1	Bacteriocin_IIc	1
Rhodococcus_jostii_RHA1	Linocin_M18	1
Rhizobium_lusitanum_strain_629	Bacteriocin_IIc	1
Mucilaginibacter_sp._F39-2	Bacteriocin_IIc,Linocin_M18	2
Curtobacterium_flaccumfaciens_pv._flaccumfaciens_strain_BRIP:70606	Lactococcin_972,Linocin_M18,Mersacidin	3
Escherichia_coli_O104:H4_str._2011C-3493	Antimicrobial17,Bacteriocin_IIc	2
Priestia_koreensis_FS-1	Bacteriocin_IId,L_biotic_typeA,LE-DUF,MA-2PEPA	4
Aeromonas_veronii_B565	Bacteriocin_IIc,MA-2PEPA	2
Geobacter_sp._Jerry-YX	ggmotif	1
Pyrobaculum_neutrophilum_V24Sta	Linocin_M18	1
Bacillus_halodurans_C-125	Lactococcin_972,L_biotic_typeA	2
Streptococcus_gordonii_strain_FDAARGOS_1454_strain_Not_applicable	Bacteriocin_IIc,ComC,ggmotif	3
Moellerella_wisconsensis_W1	Bacteriocin_IIc	1
Cetobacterium_somerae_CS2105-BJ	Bacteriocin_IIc,Linocin_M18	2
Acidovorax_sp._KKS102	Lactococcin_972	1
Streptomyces_sp._PVA_94-07	ggmotif	1
Rubrobacter_xylanophilus_strain_AA3-22	Bacteriocin_IId,Gallidermin	2
Halomonas_sp._SF2003	Bacteriocin_IId	1
Rhodospirillum_rubrum_ATCC_11170	Linocin_M18	1
Mycobacterium_avium_subsp._hominissuis_OCU889s_P11_4s	L_biotic_typeA,Linocin_M18	2
Streptomyces_gilvosporeus_strain_F607	Bacteriocin_IId,ggmotif	2
Rhodococcus_sp._008	Bacteriocin_IIc,Linocin_M18,Mersacidin	3
Polaribacter_haliotis_strain_KCTC_52418	Bacteriocin_IIi	1
Hydrogenobacter_sp._T-8	Linocin_M18	1
Pseudoalteromonas_carrageenovora_IAM_12662_strain_ATCC_43555_strain_ATCC43555T	Bacteriocin_IIc,ComC	2
Helicobacter_pylori_26695-1	lasso	1
Polaromonas_naphthalenivorans_CJ2	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Anatum_str._USDA-ARS-USMARC-1727	Bacteriocin_IIc	1
Stenotrophomonas_rhizophila_strain_DSM_14405	Bacteriocin_IIc	1
Mycolicibacterium_farcinogenes_BKK/CU-MFGFA-001	Linocin_M18	1
Lactobacillus_casei_subsp._casei_ATCC_393	Bacteriocin_IIc	1
Agrococcus_jejuensis_strain_DSM_22002	Bacteriocin_IId	1
Synechococcus_sp._WH_7803	Bacteriocin_IIc,Bacteriocin_IId,ggmotif,L_biotic_typeA	4
Paracoccus_aminophilus_JCM_7686	Bacteriocin_IIc,Linocin_M18	2
Aeromonas_hydrophila_ML09-119	Bacteriocin_IIc,Bacteriocin_IId,MA-2PEPA	3
Bacillus_sp._OxB-1	ComC,Mersacidin	2
Luteimonas_sp._MC1750	Bacteriocin_IIc	1
Salmonella_enterica_subsp._diarizonae_serovar_47:k:z35_strain_2015K-1072	Bacteriocin_IIc	1
Rhodobacter_sphaeroides_ATCC_17025	Bacteriocin_IIc	1
Anaeromyxobacter_sp._Fw109-5	Linocin_M18,Mersacidin	2
Mycobacterium_marseillense_strain_FLAC0026	Linocin_M18	1
Brevibacillus_sp._SCSIO_07484	ggmotif	1
Lactobacillus_gasseri_DSM_14869	Bacteriocin_IIc	1
Selenomonas_sp._oral_taxon_920	Linocin_M18	1
Leuconostoc_mesenteroides_subsp._mesenteroides_J18	Bacteriocin_IIc	1
Altererythrobacter_sp._C9-11	Bacteriocin_IIc	1
Mycolicibacterium_anyangense_strain_JCM_30275	Linocin_M18	1
Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._USDA-ARS-USMARC-1904	Bacteriocin_IIc	1
Acidianus_brierleyi_strain_DSM_1651	ComC,Linocin_M18	2
Hydrogenobaculum_sp._HO	Linocin_M18	1
Enterobacter_cloacae_EcWSU1	Bacteriocin_IIc	1
Brevibacterium_casei_strain_FDAARGOS_1100_strain_Not_applicable	Bacteriocin_IId	1
Maricaulis_maris_MCS10	Bacteriocin_IIc	1
Echinicola_sp._LN3S3	Bacteriocin_IId,MA-2PEPA	2
Lactobacillus_sp._CBA3605	Bacteriocin_IIc,ComC,Lactococcin	3
Pseudomonas_putida_HB3267	Bacteriocin_IIc,Linocin_M18	2
Enterobacter_hormaechei_subsp._xiangfangensis_OSUCZKPC4-10	Bacteriocin_IIc,Lactococcin_972	2
Aeromonas_sp._ASNIH1	MA-2PEPA	1
Streptomyces_rapamycinicus_NRRL_5491	ggmotif,LE-LAC481,Linocin_M18	3
Streptomyces_sp._CB00271	Linocin_M18,Mersacidin	2
Paracoccus_sanguinis_strain_OM2164	Bacteriocin_IIc	1
Candidatus_Liberibacter_solanacearum_CLso-ZC1	Bacteriocin_IIc	1
Enterococcus_mundtii_QU_25	bacteriocinII	1
Streptomyces_sp._NA03103	Antimicrobial18,ggmotif	2
Staphylococcus_aureus_subsp._aureus_str._JKD6008	Bacteriocin_IIc	1
Enterobacter_sp._RHBSTW-00975	Bacteriocin_IIc,ggmotif	2
Mycobacterium_aurum_strain_liquid	Linocin_M18	1
Aeromonas_sp._FDAARGOS_1411_strain_Not_applicable	ggmotif,MA-2PEPA	2
Anoxybacillus_sp._B2M1	Bacteriocin_IId,Lactococcin_972,Mersacidin	3
Pseudomonas_putida_S12	ggmotif	1
Sinorhizobium_fredii_strain_NXT3	Bacteriocin_IIc	1
Pedobacter_steynii_strain_DX4	Bacteriocin_IIc,ComC,Linocin_M18	3
Sulfurimonas_paralvinellae_strain_GO25	Bacteriocin_IId	1
Burkholderia_mallei_strain_11	Bacteriocin_IIc,ggmotif	2
Leuconostoc_gelidum_subsp._gasicomitatum_KG16-1	L_biotic_typeA	1
Edwardsiella_ictaluri_strain_2234	Bacteriocin_IId	1
Paraburkholderia_caffeinilytica_strain_CF1	Bacteriocin_IIc,Bacteriocin_IId,Linocin_M18	3
Salmonella_enterica_subsp._enterica_serovar_Anatum_str._USDA-ARS-USMARC-1728	Bacteriocin_IIc	1
Variovorax_paradoxus_B4	Lactococcin_972	1
uncultured_Blautia_sp._strain_Blautia_sp._canine_HQ_MAG	ComC	1
Erysipelothrix_sp._LV19	Bacteriocin_IId,L_biotic_typeA	2
Aminobacter_sp._MSH1	Bacteriocin_IIc,MA-NIS+EPI	2
Bacillus_sp._HNA3	Bacteriocin_IId,MA-2PEPA,Mersacidin	3
Serratia_quinivorans_strain_NCTC13188	LE-LAC481	1
Rheinheimera_sp._LHK132	ggmotif	1
Massilia_sp._ZMN-3	Bacteriocin_IIc,ggmotif	2
Polaribacter_reichenbachii_strain_6Alg_8T	Bacteriocin_IIc,Mersacidin	2
Brenneria_sp._Ir50	Bacteriocin_IIc	1
Nordella_sp._HKS_07	Bacteriocin_IIc	1
Ralstonia_solanacearum_FQY_4	Bacteriocin_IIc,Bacteriocin_IId	2
Lysobacter_sp._II4	Linocin_M18	1
Arthrobacter_aurescens_TC1	Bacteriocin_IIc	1
Escherichia_coli_O2:H6_strain_PG20180057	Bacteriocin_IIc	1
Streptococcus_oralis_ATCC_35037_strain_NCTC11427_strain_NCTC_11427	Bacteriocin_IIc,ComC	2
Acinetobacter_baumannii_BJAB07104	Bacteriocin_II,Bacteriocin_IIc	2
Nocardia_soli_strain_Y48	Linocin_M18	1
Campylobacter_lari_RM2100	Lactococcin,Linocin_M18	2
Streptomyces_sp._ADI95-16	ggmotif,LE-DUF	2
Synechocystis_sp._PCC_7338	Bacteriocin_IIc,ggmotif	2
Rodentibacter_sp._DSM_111151	Lactococcin_972	1
Listeria_monocytogenes_HCC23	ComC	1
Erwinia_tracheiphila_BHKY	Bacteriocin_IIc,ggmotif	2
Pyrococcus_sp._NA2	Bacteriocin_IIc,Linocin_M18	2
Lactococcus_lactis_subsp._cremoris_KW2	ComC,ggmotif,LE-LanBC	3
Kosakonia_radicincitans_IAC-BECa95	Bacteriocin_IId,ggmotif,LE-DUF	3
Lysinibacillus_sp._B2A1	Bacteriocin_IIc	1
Pseudomonas_sp._FDAARGOS_761_strain_Not_applicable	Bacteriocin_IIc,ggmotif	2
Streptomyces_aureofaciens_strain_DM-1	Linocin_M18	1
Lactobacillus_curvatus_JCM_1096_=_DSM_20019	ComC	1
Listeria_ivanovii_strain_RR3	Bacteriocin_IIc,Lactococcin_972	2
Chryseobacterium_sp._T16E-39_strain_T16E-39	Bacteriocin_IIc,ComC	2
