"posterior_row","iteration","tree_no","map_within_draw","time_00","time_01","time_10","time_11"
103,403000,1,1,355.740380182089,32.6770669248197,293.424075811508,94.6126270815831
104,404000,1,1,366.158077504576,28.9392092620528,298.210902635176,83.145960598196
105,405000,1,1,358.661163603008,37.907261160308,290.458266305338,89.4274589313455
106,406000,1,1,359.852761251802,24.2185681211576,297.852212293079,94.5306083339607
107,407000,1,1,357.011435253615,33.9150434285446,292.227667975203,93.3000033426379
108,408000,1,1,358.52773565749,38.1629321960593,287.965008693878,91.7984734525727
109,409000,1,1,363.28488584028,29.7176970560831,293.273681896751,90.1778852068859
110,410000,1,1,378.606068838723,28.3963909276321,284.19098851717,85.2607017164751
111,411000,1,1,362.738620960149,32.6166057198478,287.666754987983,93.43216833202
112,412000,1,1,360.522433343162,30.1578169212721,300.772975151854,85.0009245837113
113,413000,1,1,373.105808778797,26.0756224871912,290.681424953968,86.591293780044
114,414000,1,1,364.869961493933,27.8484970213771,295.529498944159,88.2061925405314
115,415000,1,1,356.264326534247,30.8304557241567,303.413877089136,85.9454906524602
116,416000,1,1,357.240373685732,28.7685084742116,301.915061353872,88.5302064861835
117,417000,1,1,360.811120518157,30.1432891630582,300.652348335512,84.8473919832727
118,418000,1,1,364.020864898165,32.4806790461983,283.50726446151,96.4453415941261
119,419000,1,1,364.107152638104,34.3569152614278,293.081193292557,84.908888807912
120,420000,1,1,369.289397650562,29.4021079396413,289.57080934226,88.191835067536
121,421000,1,1,358.091006095477,37.7770285485806,287.036250974947,93.5498643809949
122,422000,1,1,363.897700714629,34.3551653524894,286.915719258085,91.2855646747968
123,423000,1,1,376.550486060531,26.153391414873,286.893934195577,86.8563383290187
124,424000,1,1,345.343610212795,38.4012861950972,305.139441911012,87.5698116810957
125,425000,1,1,352.357238398167,35.6827727017318,291.868065416419,96.5460734836823
126,426000,1,1,363.56376217535,26.6450051236039,291.033894956544,95.211487744502
127,427000,1,1,361.4595402422,30.4580904676271,299.233914158068,85.3026051321049
128,428000,1,1,359.235833132308,36.2653683938012,296.371198752695,84.5817497211952
129,429000,1,1,366.553047571755,34.4132744930352,287.090111316035,88.3977166191748
130,430000,1,1,361.034781664084,29.9972194523425,290.345326427306,95.0768224562679
131,431000,1,1,366.362288441609,29.5863302097334,289.112304325565,91.3932270230925
132,432000,1,1,357.870308813956,35.9229890877169,294.745182638882,87.9156694594447
133,433000,1,1,365.103620483498,31.254125425844,294.53964075444,85.5567633362175
134,434000,1,1,364.740516824388,34.3931453718351,281.109549041305,96.2109387624719
135,435000,1,1,366.769738504547,28.5302103469584,295.092380726297,86.0618204221973
136,436000,1,1,362.291418155564,28.3442582737834,299.457778828393,86.3606947422602
137,437000,1,1,357.316556819239,27.8647600904619,296.914033018125,94.3588000721739
138,438000,1,1,356.958151110054,36.8007437893125,276.674155350566,106.021099750067
139,439000,1,1,357.712770793449,35.5456185872917,294.456707777148,88.7390528421115
140,440000,1,1,365.139362175053,26.8451240669598,296.850548219529,87.6191155384574
141,441000,1,1,355.947115669046,36.1535192640199,301.228358814761,83.1251562521733
142,442000,1,1,358.040289742582,38.121505653968,289.789990775371,90.5023638280782
143,443000,1,1,361.423986139225,31.1021160805909,295.564037975204,88.3640098049803
144,444000,1,1,367.508115493425,33.7779017532479,276.779604091424,98.3885286619026
145,445000,1,1,357.252494602042,28.7346186849706,300.768149434791,89.6988872781965
146,446000,1,1,362.319503005742,31.9392757566007,292.573222544893,89.6221486927649
147,447000,1,1,362.263675602444,32.1887239768721,302.303728133414,79.6980222872696
148,448000,1,1,361.533961536624,37.350034986858,280.466155973942,97.1039975025755
149,449000,1,1,362.674508817407,28.1358173429987,297.12845328448,88.5153705551145
150,450000,1,1,366.752883061839,29.8653350962867,289.070979960564,90.7649518813103
151,451000,1,1,364.028811241858,30.0700947768312,288.185208263321,94.1700357179904
152,452000,1,1,367.391619563408,29.456742670125,295.661616573671,83.9441711927957
153,453000,1,1,357.396666587392,31.9178741783144,296.299883282696,90.8397259515971
154,454000,1,1,365.601483528392,28.1784575511572,293.496069077195,89.178139843256
155,455000,1,1,367.731010750975,28.9105994225779,283.478032777185,96.3345070492623
156,456000,1,1,353.029670342165,31.793584968497,296.716189502732,94.9147051866055
157,457000,1,1,351.352695425385,34.7997245458672,299.419397475402,90.8823325533455
158,458000,1,1,360.135783159849,33.0387423337137,288.051191175791,95.2284333306462
159,459000,1,1,356.403165022835,36.3847171742429,300.44283038604,83.2234374168826
160,460000,1,1,361.338419680579,34.575856835707,283.905338323994,96.6345351597198
161,461000,1,1,369.8031774203,27.3622590602427,287.995373206906,91.2933403125514
162,462000,1,1,355.52028970373,32.9479649007313,283.775362107414,104.210533288125
163,463000,1,1,364.358365134695,33.319713657932,293.040357697877,85.7357135094958
164,464000,1,1,354.619871593421,37.6279111477347,293.688183197114,90.5181840617303
165,465000,1,1,359.074123547485,35.3315500923205,292.521833356251,89.5266430039432
166,466000,1,1,352.825007472561,33.895042876051,300.621487048502,89.1126126028859
167,467000,1,1,355.246634571504,27.608044720616,299.709177023459,93.8902936844214
168,468000,1,1,363.835324459705,25.8522640774572,293.393827561307,93.3727339015305
169,469000,1,1,356.321406390694,38.6344888306766,287.496243393684,94.0020113849448
170,470000,1,1,362.092852400476,33.2519986496688,288.510850502515,92.5984484473397
171,471000,1,1,352.436860947967,31.8459812660453,309.138290996552,83.0330167894356
172,472000,1,1,350.413802252281,36.5092547603305,298.301689052385,91.229403935004
173,473000,1,1,364.401176670233,32.3080960894426,286.353021224796,93.3918560155277
174,474000,1,1,361.319798688041,36.6194747835498,283.216913665684,95.2979628627252
175,475000,1,1,372.704930575856,25.2505578780971,273.12098475833,105.377676787717
176,476000,1,1,363.490557701209,28.8136280453447,294.753847144682,89.3961171087641
177,477000,1,1,372.006942817998,26.0588070976356,288.026302119849,90.3620979645171
178,478000,1,1,364.560636776579,32.5732813920441,281.963533294141,97.3566985372357
179,479000,1,1,360.644702826256,31.107617048803,292.586231206209,92.1155989187315
180,480000,1,1,367.631215274685,30.0237343900486,291.19926881704,87.5999315182265
181,481000,1,1,372.073325919083,27.1756522617999,293.658911592734,83.5462602263833
182,482000,1,1,368.302383937016,30.8774891065751,289.0674758721,88.2068010843088
183,483000,1,1,356.405312088293,33.6854931038911,290.089496869726,96.2738479380897
184,484000,1,1,359.445895632953,33.6187311078366,291.211008673751,92.1785145854591
185,485000,1,1,360.903829205491,37.0010094250428,288.566457974911,89.9828533945547
186,486000,1,1,363.990163765411,33.2394671657912,294.427870509167,84.7966485596303
187,487000,1,1,366.033534913541,27.9531779868617,299.011501281493,83.4559358181036
188,488000,1,1,362.991722681549,35.6252206453011,289.369211046767,88.4679956263824
189,489000,1,1,364.111352849267,31.9588200026809,287.865256385101,92.5187207629518
190,490000,1,1,362.161012569379,32.020520831547,290.28981284735,91.9828037517247
191,491000,1,1,351.610244988615,32.8402772879954,298.449901272966,93.5537264504231
192,492000,1,1,364.210485339992,34.0612832872666,285.38315094789,92.7992304248517
193,493000,1,1,362.159553818258,37.2261794365418,280.656650012679,96.4117667325213
194,494000,1,1,365.727065791079,28.8185697112478,287.312286282771,94.5962282149021
195,495000,1,1,364.82214475217,29.0047996096417,287.71232594953,94.9148796886589
196,496000,1,1,362.881013937921,31.2673929963728,295.849153143635,86.456589922071
197,497000,1,1,359.666854239774,34.4291271103261,288.05679055319,94.3013780967098
198,498000,1,1,363.794079188343,35.5911585905326,276.769433796512,100.299478424613
199,499000,1,1,362.289634726546,35.7182671112173,288.24148045875,90.2047677034861
200,500000,1,1,367.489589345249,27.7807458849937,291.435285177462,89.7485295922949
201,501000,1,1,359.963943445697,35.1557126909743,290.555944220025,90.7785496433036
202,502000,1,1,358.259222754932,29.5832690930933,302.030367514038,86.5812906379361
203,503000,1,1,373.133859619915,26.3181105848658,293.663367481015,83.3388123142045
204,504000,1,1,365.27327703722,29.981419414864,299.773190563191,81.4262629847258
205,505000,1,1,364.274863651919,35.9877190119774,285.941846872294,90.249720463809
206,506000,1,1,357.984190531671,31.1595562894754,290.081813283126,97.2285898957272
207,507000,1,1,372.356995848387,27.0898204621476,286.565079330004,90.4422543594621
208,508000,1,1,360.795236033632,35.7022469569034,281.575410491,98.3812565184649
209,509000,1,1,361.6022133582,33.5960418021821,286.925418732239,94.3304761073783
210,510000,1,1,355.10887177813,37.5791745031812,292.385757720114,91.380345998574
211,511000,1,1,368.522908368809,24.8296418531746,292.32741284514,90.7741869328765
212,512000,1,1,359.524734545603,32.5386290406921,290.966121843361,93.4246645703433
213,513000,1,1,365.916293937199,23.0755630327242,295.057744398704,92.4045486313725
214,514000,1,1,361.317604438464,31.8579328525762,301.667770896989,81.6108418119711
215,515000,1,1,363.898653531535,30.4308010456444,295.189321516068,86.9353739067534
216,516000,1,1,372.995640426711,26.6920832831542,283.248870980737,93.517555309398
217,517000,1,1,363.11507459434,39.8337247109462,283.537008687983,89.9683420067313
218,518000,1,1,358.187381712538,31.9188310123599,295.06287692194,91.2850603531619
219,519000,1,1,367.260356406532,28.9116225718107,290.661481418614,89.6206896030429
220,520000,1,1,360.083314294951,32.9233912789453,288.011786194708,95.4356582313959
221,521000,1,1,366.675828890484,31.0643785951632,295.477627346641,83.2363151677116
222,522000,1,1,374.365990064553,24.2268595117038,293.398956404394,84.4623440193488
223,523000,1,1,365.705989343008,30.6551948568547,287.451910855584,92.6410549445537
224,524000,1,1,363.257951160691,31.98015514404,299.722787618803,81.4932560764667
225,525000,1,1,355.812329183152,35.2508377602012,295.801816308124,89.5891667485231
226,526000,1,1,366.023908483425,33.9246789234881,280.425590227261,96.0799723658262
227,527000,1,1,360.916233217483,33.0080764542829,288.546720923917,93.9831194043174
228,528000,1,1,361.447369964179,37.3523967122155,284.753936579465,92.9004467441404
229,529000,1,1,361.575671398679,31.2566696325472,297.278092737492,86.3437162312823
230,530000,1,1,363.137280225527,26.801477110784,296.823876413654,89.6915162500351
231,531000,1,1,366.049721492629,31.7011859721945,282.128720287728,96.574522247449
232,532000,1,1,348.845038298927,35.6105321337571,298.2709249513,93.7276546160154
233,533000,1,1,358.790155645435,34.1156232394059,292.102859065998,91.4455120491616
234,534000,1,1,355.363469581753,33.8907694986646,299.15587574921,88.044035170373
235,535000,1,1,354.637446022412,41.5800547810425,297.266153472851,82.9704957236946
236,536000,1,1,364.095496278745,27.5875345849961,297.267194623992,87.5039245122674
237,537000,1,1,368.178017622582,28.2996357987402,295.088091248578,84.8884053301005
238,538000,1,1,364.013596443183,29.5921208596386,291.02519777226,91.8232349249182
239,539000,1,1,363.418574736776,33.5718012769651,292.523695328852,86.9400786574068
240,540000,1,1,362.223974208956,33.287226504024,292.457547758893,88.4854015281277
241,541000,1,1,357.465645715398,29.0311257652058,296.71189896678,93.2454795526159
242,542000,1,1,364.173614942132,34.3276336236291,289.711827403897,88.2410740303421
243,543000,1,1,358.189055283782,35.2116072579602,292.942064202227,90.111423256031
244,544000,1,1,366.530517797209,30.7346113682014,296.453069495461,82.7359513391286
245,545000,1,1,358.604581196215,31.8438082248292,289.242518782174,96.7632417967811
246,546000,1,1,353.700792242491,33.0275471542806,290.314520941937,99.4112896612912
247,547000,1,1,360.358256266395,37.2944646138006,287.86545823537,90.9359708844344
248,548000,1,1,372.783593271886,30.3096362940523,287.109068488761,86.2518519453002
249,549000,1,1,362.591475548199,33.0043535367025,290.435516719148,90.4228041959501
250,550000,1,1,355.857957690608,33.9039660849067,292.742729731032,93.9494964934535
251,551000,1,1,361.706534203528,30.6319285247306,289.63736214757,94.4783251241709
252,552000,1,1,361.715384980256,28.8516415811376,297.094827935392,88.7922955032144
253,553000,1,1,358.983324513286,36.8578616195614,290.266264042482,90.3466998246703
254,554000,1,1,364.458349283996,32.0633945538841,289.95420294983,89.9782032122898
255,555000,1,1,358.549008954976,40.3321662350652,288.98492238645,88.5880524235091
256,556000,1,1,372.487473412217,27.6222878350563,294.789400035433,81.5549887172928
257,557000,1,1,358.6388545587,32.910726853655,292.80524311437,92.099325473275
258,558000,1,1,358.273293579777,35.634732732688,292.737402013953,89.8087216735823
259,559000,1,1,361.105104363474,30.8806061034918,296.492564498179,87.9758750348549
260,560000,1,1,359.229993626346,35.0610057036982,290.936460910122,91.2266897598333
261,561000,1,1,365.21064822878,28.8634151726474,307.061299705195,75.3187868933782
262,562000,1,1,356.054641128849,33.5113682270462,295.828757967343,91.0593826767619
263,563000,1,1,365.230632993566,29.5914040844403,291.637782207295,89.9943307146983
264,564000,1,1,358.310659811759,33.1337201531815,300.538063841883,84.4717061931771
265,565000,1,1,358.157795022462,35.7649745278107,289.647736554017,92.8836438957106
266,566000,1,1,356.230195540533,34.6523749823131,305.788101752288,79.7834777248658
267,567000,1,1,360.143354966347,27.5466562572182,303.023155999739,85.7409827766961
268,568000,1,1,357.391955663795,35.641416238944,290.753525316417,92.667252780844
269,569000,1,1,373.860103675971,24.1177658316425,285.741002868967,92.7352776234199
270,570000,1,1,370.23633348674,27.281713638641,290.284179907043,88.6519229675754
271,571000,1,1,364.411056251411,32.4783666976669,298.448543520944,81.1161835299775
272,572000,1,1,354.512016145329,35.1660246991849,288.222559607632,98.5535495478543
273,573000,1,1,367.03386038656,23.9774976686366,298.974730333592,86.4680616112112
274,574000,1,1,354.446175944583,41.0091652434588,290.42396052436,90.5748482875983
275,575000,1,1,358.709831449955,31.8761569115085,303.669796995194,82.1983646433422
276,576000,1,1,367.930749918514,28.9032185826326,286.58268332289,93.0374981759641
277,577000,1,1,356.497242419571,31.8675186070143,297.211657038922,90.8777319344923
278,578000,1,1,360.062547755731,30.3460957179967,300.830846576071,85.2146599502007
279,579000,1,1,360.210930885149,32.6035194604011,296.640257345496,86.9994423089544
280,580000,1,1,360.525361720836,31.198208752208,290.890492361801,93.8400871651542
281,581000,1,1,360.026823960228,31.4070567573294,295.376368137322,89.6439011451211
282,582000,1,1,363.477177440374,29.9622386243609,292.866435228654,90.1482987066109
283,583000,1,1,366.455383321494,33.2567819613416,289.31522902521,87.4267556919547
284,584000,1,1,357.439467294075,30.9029865564541,296.592339178281,91.51935697119
285,585000,1,1,366.512866189348,31.2132555272838,285.903673680799,92.8243546025695
286,586000,1,1,354.298132130317,38.3738430704092,289.334767784283,94.4474070149904
287,587000,1,1,358.270669981104,30.5927179257071,301.652595777095,85.9381663160941
288,588000,1,1,351.18163944939,35.9272565441724,300.529894993738,88.8153590126989
289,589000,1,1,367.923493227717,30.3287886462498,285.716298434846,92.4855696911871
290,590000,1,1,355.553365973745,33.48245223807,288.070023540286,99.3483082478985
291,591000,1,1,356.331046015769,31.4932573539598,288.614064410354,100.015782219917
292,592000,1,1,358.608909794005,29.1304971704521,297.183694807452,91.5310482280908
293,593000,1,1,362.991282718657,30.1599519375333,295.389925747787,87.9129895960221
294,594000,1,1,347.998226203941,41.3532112434529,292.717386439114,94.3853261134931
295,595000,1,1,370.532494745147,31.9141641170608,286.602723136165,87.404768001627
296,596000,1,1,357.58552535283,33.5058521616139,301.85584462241,83.5069278631462
297,597000,1,1,362.055930660676,35.0457668768485,284.567575757612,94.7848767048638
298,598000,1,1,355.451379195796,33.6700528881569,299.783991661664,87.5487262543828
299,599000,1,1,363.57371473584,34.7002168393354,289.774748921315,88.4054695035096
300,600000,1,1,363.080651024973,29.6724524784216,288.365283442024,95.3357630545821
301,601000,1,1,362.367072063575,27.2600238536103,299.245011449159,87.5820426336553
302,602000,1,1,351.130574786242,32.7273079085685,298.163628829731,94.4326384754583
303,603000,1,1,359.908699929479,32.0799082748511,297.27419864889,87.1913431467794
304,604000,1,1,364.701748039642,31.6185666663274,289.169414199838,90.9644210941926
305,605000,1,1,355.269333370307,36.6092488992841,293.357079212206,91.2184885182036
306,606000,1,1,352.674113987377,38.9703760291468,283.649774484704,101.159885498771
307,607000,1,1,359.083087657039,31.37259311117,290.734600134419,95.2638690973725
308,608000,1,1,362.227196559035,31.7003149374915,300.061169184009,82.4654693194641
309,609000,1,1,370.203314162267,27.8640022381184,298.878206207585,79.5086273920291
310,610000,1,1,360.381825921719,30.6136455759988,288.906815492125,96.5518630101574
311,611000,1,1,367.788011498861,31.3328100338537,286.998731717909,90.3345967493766
312,612000,1,1,368.124327878781,25.7376909232331,295.734312224277,86.8578189737088
313,613000,1,1,358.515548583177,33.7388693495377,295.108021374759,89.0917106925261
314,614000,1,1,358.166871014353,41.8961262047227,292.114570484227,84.2765822966977
315,615000,1,1,359.743067588437,33.6144031871204,296.57632501279,86.5203542116524
316,616000,1,1,363.951440275008,28.3110779983723,290.004799966387,94.1868317602325
317,617000,1,1,362.698212413008,29.596398976524,291.577491762944,92.5820468475239
318,618000,1,1,359.783142199615,31.2456630646154,291.729675944347,93.6956687914227
319,619000,1,1,357.202599851289,38.2784371253871,291.146259717911,89.8268533054136
320,620000,1,1,362.787516827958,34.642079637296,283.798087037521,95.2264664972246
321,621000,1,1,366.215570712919,25.467161065407,299.602205747735,85.1692124739393
322,622000,1,1,351.816190850046,32.3632457468578,301.684030454976,90.590682948121
323,623000,1,1,355.681630561845,32.9839648601039,286.72081640048,101.067738177571
324,624000,1,1,361.237304339712,33.0210766417323,286.565414277761,95.6303547407943
325,625000,1,1,358.37455106054,30.6976440795457,300.674725378074,86.7072294818395
326,626000,1,1,365.512235409618,36.1745297457824,284.874639146738,89.8927456978616
327,627000,1,1,368.681130258151,31.913117683816,285.269631981698,90.5902700763344
328,628000,1,1,371.485946936131,25.9207648486175,283.244058573475,95.8033796417767
329,629000,1,1,358.675042035805,37.2556544818942,294.981475446996,85.5419780353047
330,630000,1,1,363.384605926036,31.2187205388656,277.711407831901,104.139415703198
331,631000,1,1,364.356276008792,32.0061193770309,287.790785405057,92.3009692091205
332,632000,1,1,364.674821847046,31.1633741582577,297.819905964404,82.7960480302927
333,633000,1,1,361.514402578935,35.5782180017431,288.518002989122,90.8435264302
334,634000,1,1,362.776354132228,28.1423188737555,302.03434534246,83.5011316515569
335,635000,1,1,359.806485688879,33.7290062444355,289.961812598441,92.9568454682445
336,636000,1,1,360.656408726019,26.7348017786764,300.965849107373,88.0970903879313
337,637000,1,1,368.15014439682,26.9066665429942,289.699147840564,91.6981912196226
338,638000,1,1,366.739960527928,29.7096040596806,287.266055440389,92.738529972002
339,639000,1,1,362.411370826058,33.2463271083373,295.009855171196,85.7865968944088
340,640000,1,1,363.678514458273,27.9908638470447,286.448652358282,98.3361193363999
341,641000,1,1,356.908338429096,33.598598799565,293.483494961469,92.4637178098696
342,642000,1,1,354.196008376277,35.1168133267723,292.613060303176,94.5282679937753
343,643000,1,1,357.711270037232,35.0854550854809,285.959241790865,97.6981830864221
344,644000,1,1,356.25765192525,35.1968389160814,285.575122664808,99.4245364938603
345,645000,1,1,358.209230453599,32.0061730502495,299.856489898009,86.3822565981427
346,646000,1,1,364.402026731561,34.318044093703,289.130483808847,88.6035953658887
347,647000,1,1,366.518370867605,30.0772407881914,296.68969876516,83.1688395790432
348,648000,1,1,360.213089152433,36.1283731034769,300.314485714963,79.7982020291274
349,649000,1,1,361.073135559845,32.4125740784192,295.434774696129,87.5336656656074
350,650000,1,1,366.333901001926,27.0984553629526,300.170105594787,82.8516880403337
351,651000,1,1,360.282914172635,35.1240562330461,289.395255195985,91.6519243983334
352,652000,1,1,370.193781125301,25.0866216833275,290.695930885872,90.4778163054994
353,653000,1,1,362.493092442783,35.3174647807497,284.647429972381,93.996162804086
354,654000,1,1,355.089439460358,33.4103603269427,303.154639372693,84.7997108400068
355,655000,1,1,369.362811172798,26.1320161080884,293.158148050341,87.8011746687729
356,656000,1,1,370.462650299707,25.8915073534241,288.455650268922,91.6443420779468
357,657000,1,1,368.810260068695,29.0485548126171,292.521505832009,86.073829286679
358,658000,1,1,362.674305989559,29.5613409401078,289.692528773578,94.5259742967552
359,659000,1,1,357.605530856312,32.651634324379,296.102172520173,90.0948122991357
