"variable","mean","sd","median","lower_95","upper_95"
"time_00",361.567947664515,5.23470308745967,361.539687206949,351.430940020645,371.993908596213
"time_01",32.0438497454551,3.55912292514476,32.1681236632522,25.1363851116909,38.8579730228294
"time_10",292.832321096987,6.12771485176301,292.862852817524,280.68977040459,304.609460491382
"time_11",90.0100314930424,4.99744875407952,89.9735312700479,80.5174668253018,100.300548785276
