"posterior_row","iteration","tree_no","map_within_draw","total_changes","q12","q13","q21","q24","q31","q34","q42","q43"
3526,3826000,1,1,1617,17,106,225,6,223,353,127,560
3527,3827000,1,1,1597,29,84,149,6,245,387,92,605
3528,3828000,1,1,1614,41,98,204,4,243,380,107,537
3529,3829000,1,1,1440,27,109,167,4,261,276,98,498
3530,3830000,1,1,1605,33,97,170,11,258,372,111,553
3531,3831000,1,1,1517,51,113,151,2,234,288,90,588
3532,3832000,1,1,1666,79,89,170,3,243,400,98,584
3533,3833000,1,1,1678,41,102,216,4,209,402,131,573
3534,3834000,1,1,1658,48,97,216,4,257,370,96,570
3535,3835000,1,1,1605,54,120,217,11,230,359,103,511
3536,3836000,1,1,1620,17,92,169,4,269,371,86,612
3537,3837000,1,1,1623,42,97,110,7,271,425,80,591
3538,3838000,1,1,1676,43,90,136,2,267,447,85,606
3539,3839000,1,1,1640,43,95,183,1,252,385,90,591
3540,3840000,1,1,1640,50,82,181,8,250,386,99,584
3541,3841000,1,1,1566,42,103,187,2,262,340,84,546
3542,3842000,1,1,1579,15,85,187,15,220,422,105,530
3543,3843000,1,1,1822,28,84,190,6,242,511,103,658
3544,3844000,1,1,1567,28,89,205,6,248,364,112,515
3545,3845000,1,1,1635,49,95,185,4,241,345,90,626
3546,3846000,1,1,1608,31,101,202,2,232,404,108,528
3547,3847000,1,1,1461,36,93,190,8,259,289,89,497
3548,3848000,1,1,1430,43,96,212,8,231,285,98,457
3549,3849000,1,1,1862,31,89,199,2,244,524,112,661
3550,3850000,1,1,1511,69,95,189,1,243,303,92,519
3551,3851000,1,1,1776,18,113,168,7,279,436,99,656
3552,3852000,1,1,1600,50,98,165,8,241,373,103,562
3553,3853000,1,1,1519,30,87,205,7,237,300,116,537
3554,3854000,1,1,1806,40,116,185,1,253,474,107,630
3555,3855000,1,1,1769,56,112,185,2,271,441,79,623
3556,3856000,1,1,1508,29,107,140,6,242,337,85,562
3557,3857000,1,1,1727,19,92,197,1,250,488,102,578
3558,3858000,1,1,1532,22,82,164,1,252,392,88,531
3559,3859000,1,1,1488,51,86,189,1,271,300,84,506
3560,3860000,1,1,1669,64,109,168,5,237,420,111,555
3561,3861000,1,1,1517,40,76,183,15,275,340,84,504
3562,3862000,1,1,1642,55,94,182,4,241,395,103,568
3563,3863000,1,1,1680,5,102,177,2,231,435,101,627
3564,3864000,1,1,1591,13,88,165,1,256,428,90,550
3565,3865000,1,1,1641,30,97,148,4,244,455,92,571
3566,3866000,1,1,1528,32,103,194,2,234,368,99,496
3567,3867000,1,1,1567,22,110,165,2,248,424,104,492
3568,3868000,1,1,1463,23,84,186,1,251,319,107,492
3569,3869000,1,1,1607,39,104,180,6,269,355,86,568
3570,3870000,1,1,1624,19,88,170,4,258,403,97,585
3571,3871000,1,1,1520,41,111,153,9,238,348,97,523
3572,3872000,1,1,1629,28,96,160,6,242,408,95,594
3573,3873000,1,1,1633,25,111,180,2,234,395,91,595
3574,3874000,1,1,1599,24,107,203,3,237,379,103,543
3575,3875000,1,1,1904,81,91,215,0,246,501,102,668
3576,3876000,1,1,1615,52,91,159,5,247,370,85,606
3577,3877000,1,1,1643,17,108,189,3,279,394,98,555
3578,3878000,1,1,1566,59,102,160,2,262,352,79,550
3579,3879000,1,1,1426,30,90,155,4,229,321,100,497
3580,3880000,1,1,1613,42,104,187,4,242,395,92,547
3581,3881000,1,1,1680,30,110,170,2,246,430,91,601
3582,3882000,1,1,1478,26,114,208,3,203,350,130,444
3583,3883000,1,1,1705,35,81,134,2,272,392,91,698
3584,3884000,1,1,1724,37,95,149,4,255,489,95,600
3585,3885000,1,1,1558,50,101,138,7,240,409,95,518
3586,3886000,1,1,1591,17,102,180,3,243,408,103,535
3587,3887000,1,1,1475,24,108,201,3,254,288,98,499
3588,3888000,1,1,1502,45,88,198,7,247,316,101,500
3589,3889000,1,1,1453,57,96,180,2,264,314,78,462
3590,3890000,1,1,1589,21,83,170,4,231,428,102,550
3591,3891000,1,1,1446,37,104,156,5,283,317,81,463
3592,3892000,1,1,1692,41,106,205,5,244,404,101,586
3593,3893000,1,1,1561,10,98,190,4,264,340,99,556
3594,3894000,1,1,1798,26,100,159,6,268,524,88,627
3595,3895000,1,1,1599,34,98,188,1,235,362,109,572
3596,3896000,1,1,1773,27,100,200,2,258,468,99,619
3597,3897000,1,1,1530,57,103,217,2,225,304,108,514
3598,3898000,1,1,1687,62,100,181,5,238,414,100,587
3599,3899000,1,1,1663,48,84,172,11,261,369,105,613
3600,3900000,1,1,1628,54,102,157,2,262,407,88,556
3601,3901000,1,1,1403,34,100,210,0,232,241,118,468
3602,3902000,1,1,1474,33,85,177,2,260,276,107,534
3603,3903000,1,1,1744,15,92,215,4,219,441,119,639
3604,3904000,1,1,1515,22,96,179,2,280,330,83,523
3605,3905000,1,1,1604,27,90,182,3,244,400,90,568
3606,3906000,1,1,1818,73,94,195,9,268,431,89,659
3607,3907000,1,1,1515,41,102,178,1,243,305,95,550
3608,3908000,1,1,1633,27,101,180,6,237,404,109,569
3609,3909000,1,1,1546,29,103,211,8,242,287,94,572
3610,3910000,1,1,1643,22,98,176,6,254,409,88,590
3611,3911000,1,1,1581,25,106,182,3,278,357,86,544
3612,3912000,1,1,1526,35,84,139,14,269,347,84,554
3613,3913000,1,1,1631,28,94,193,1,247,352,92,624
3614,3914000,1,1,1673,73,94,210,2,235,357,98,604
3615,3915000,1,1,1607,18,104,196,6,222,390,109,562
3616,3916000,1,1,1614,40,92,159,14,262,367,78,602
3617,3917000,1,1,1691,45,113,188,0,283,401,71,590
3618,3918000,1,1,1617,32,102,105,11,258,429,89,591
3619,3919000,1,1,1622,52,95,180,2,244,396,97,556
3620,3920000,1,1,1602,6,107,186,5,235,366,112,585
3621,3921000,1,1,1661,12,105,205,7,255,398,102,577
3622,3922000,1,1,1547,55,99,136,4,264,349,80,560
3623,3923000,1,1,1471,66,92,167,9,240,308,108,481
3624,3924000,1,1,1710,30,58,161,6,266,480,94,615
3625,3925000,1,1,1626,12,96,196,4,253,369,96,600
3626,3926000,1,1,1461,44,94,184,8,235,285,108,503
3627,3927000,1,1,1798,28,112,215,1,230,459,109,644
3628,3928000,1,1,1946,38,95,150,2,243,594,94,730
3629,3929000,1,1,1623,25,96,195,11,220,409,123,544
3630,3930000,1,1,1496,50,82,182,6,249,331,101,495
3631,3931000,1,1,1616,29,104,218,2,219,393,111,540
3632,3932000,1,1,1539,38,103,197,1,224,336,112,528
3633,3933000,1,1,1835,23,105,154,4,272,524,94,659
3634,3934000,1,1,1490,28,99,138,4,255,320,83,563
3635,3935000,1,1,1704,28,96,217,7,217,421,125,593
3636,3936000,1,1,1566,22,98,205,8,220,379,107,527
3637,3937000,1,1,1633,51,93,191,9,260,363,93,573
3638,3938000,1,1,1528,28,95,166,4,271,355,85,524
3639,3939000,1,1,1631,27,91,159,3,263,393,97,598
3640,3940000,1,1,1544,30,80,167,13,255,344,99,556
3641,3941000,1,1,1525,40,83,109,8,277,331,74,603
3642,3942000,1,1,1637,38,86,176,1,246,402,91,597
3643,3943000,1,1,1742,42,103,194,3,239,423,109,629
3644,3944000,1,1,1662,30,93,235,4,225,389,119,567
3645,3945000,1,1,1576,22,82,168,5,231,417,101,550
3646,3946000,1,1,1605,29,84,179,3,255,370,102,583
3647,3947000,1,1,1636,35,89,158,5,234,402,102,611
3648,3948000,1,1,1725,25,100,171,1,273,422,92,641
3649,3949000,1,1,1739,35,92,182,9,252,447,100,622
3650,3950000,1,1,1575,15,93,184,5,252,389,97,540
3651,3951000,1,1,1565,23,101,150,1,264,376,87,563
3652,3952000,1,1,1559,17,95,179,4,266,326,92,580
3653,3953000,1,1,1825,30,95,188,1,240,489,96,686
3654,3954000,1,1,1640,20,86,175,3,249,415,96,596
3655,3955000,1,1,1632,45,94,156,4,240,412,108,573
3656,3956000,1,1,1519,25,92,190,6,214,328,111,553
3657,3957000,1,1,1673,46,91,143,0,257,426,86,624
3658,3958000,1,1,1578,21,87,204,1,247,364,105,549
3659,3959000,1,1,1631,22,89,176,1,248,405,96,594
3660,3960000,1,1,1663,26,90,190,1,246,375,92,643
3661,3961000,1,1,1701,44,101,188,4,255,432,94,583
3662,3962000,1,1,1643,22,104,187,9,233,424,103,561
3663,3963000,1,1,1492,35,98,195,7,250,287,98,522
3664,3964000,1,1,1632,27,103,172,3,239,399,105,584
3665,3965000,1,1,1681,28,100,201,1,231,430,105,585
3666,3966000,1,1,1577,60,94,191,3,230,348,100,551
3667,3967000,1,1,1952,36,105,185,6,256,525,102,737
3668,3968000,1,1,1501,21,101,192,6,235,339,90,517
3669,3969000,1,1,1697,12,96,190,2,210,461,111,615
3670,3970000,1,1,1706,92,101,183,3,239,384,90,614
3671,3971000,1,1,1841,25,98,201,6,223,502,118,668
3672,3972000,1,1,1414,27,108,163,2,213,307,111,483
3673,3973000,1,1,1518,47,98,155,1,261,336,78,542
3674,3974000,1,1,1617,25,99,177,10,242,392,101,571
3675,3975000,1,1,1719,40,91,144,11,250,422,88,673
3676,3976000,1,1,1716,26,97,183,3,256,408,99,644
3677,3977000,1,1,1589,52,98,167,1,274,331,76,590
3678,3978000,1,1,1683,35,100,178,6,276,428,84,576
3679,3979000,1,1,1655,13,85,175,6,246,435,96,599
3680,3980000,1,1,1658,44,96,157,2,247,423,89,600
3681,3981000,1,1,1502,16,97,194,3,255,343,98,496
3682,3982000,1,1,1710,38,88,183,8,242,431,110,610
3683,3983000,1,1,1742,23,89,155,4,288,452,82,649
3684,3984000,1,1,1742,50,88,145,17,262,427,105,648
3685,3985000,1,1,1428,35,104,164,7,243,266,80,529
3686,3986000,1,1,1464,28,105,172,4,264,295,80,516
3687,3987000,1,1,1467,57,87,144,5,249,318,79,528
3688,3988000,1,1,1671,55,82,176,15,231,403,96,613
3689,3989000,1,1,1538,23,99,188,4,237,358,104,525
3690,3990000,1,1,1709,57,103,153,10,272,426,74,614
3691,3991000,1,1,1755,34,99,184,9,235,443,97,654
3692,3992000,1,1,1671,14,84,192,1,241,428,96,615
3693,3993000,1,1,1617,29,109,191,3,256,376,92,561
3694,3994000,1,1,1381,43,95,190,7,228,241,118,459
3695,3995000,1,1,1762,42,107,217,2,230,444,99,621
3696,3996000,1,1,1631,22,90,209,4,223,400,105,578
3697,3997000,1,1,1537,49,96,220,7,243,331,114,477
3698,3998000,1,1,1688,15,93,164,1,244,449,98,624
3699,3999000,1,1,1563,21,89,184,8,258,373,98,532
3700,4000000,1,1,1672,37,104,178,3,250,421,91,588
3701,4001000,1,1,1595,23,105,172,6,269,368,91,561
3702,4002000,1,1,1637,29,103,216,6,218,386,131,548
3703,4003000,1,1,1644,24,107,150,2,280,355,80,646
3704,4004000,1,1,1645,33,100,196,4,267,388,105,552
3705,4005000,1,1,1554,50,92,235,2,239,335,112,489
3706,4006000,1,1,1477,24,84,193,3,231,292,92,558
3707,4007000,1,1,1611,17,98,174,5,249,389,110,569
3708,4008000,1,1,1518,40,88,147,9,244,327,97,566
3709,4009000,1,1,1562,16,85,208,5,237,371,123,517
3710,4010000,1,1,1769,29,106,192,1,249,460,90,642
3711,4011000,1,1,1708,26,102,167,4,264,432,90,623
3712,4012000,1,1,1873,12,109,182,1,241,566,98,664
3713,4013000,1,1,1590,63,104,146,1,254,339,82,601
3714,4014000,1,1,1762,19,105,192,4,246,466,111,619
3715,4015000,1,1,1625,43,91,181,10,248,350,93,609
3716,4016000,1,1,1716,19,87,181,5,251,432,96,645
3717,4017000,1,1,1716,41,133,183,3,251,427,97,581
3718,4018000,1,1,1761,13,107,202,2,238,503,106,590
3719,4019000,1,1,1518,41,116,164,5,270,319,82,521
3720,4020000,1,1,1656,50,99,157,1,258,401,79,611
3721,4021000,1,1,1517,14,91,179,2,265,349,99,518
3722,4022000,1,1,1595,25,90,172,1,239,396,102,570
3723,4023000,1,1,1660,31,103,165,2,268,371,101,619
3724,4024000,1,1,1740,20,120,152,5,256,457,82,648
3725,4025000,1,1,1867,47,88,165,7,239,502,106,713
3726,4026000,1,1,1663,32,97,178,8,247,412,97,592
3727,4027000,1,1,1524,24,89,172,11,239,345,109,535
3728,4028000,1,1,1607,31,78,192,15,237,386,125,543
3729,4029000,1,1,1600,24,102,184,3,244,377,98,568
3730,4030000,1,1,1623,18,105,164,7,271,427,96,535
3731,4031000,1,1,1706,47,94,151,5,251,449,96,613
3732,4032000,1,1,1676,23,74,218,4,231,423,122,581
3733,4033000,1,1,1473,20,91,166,3,245,332,88,528
3734,4034000,1,1,1526,40,82,203,4,244,347,100,506
3735,4035000,1,1,1739,53,96,179,2,233,447,101,628
3736,4036000,1,1,1662,33,112,183,5,236,425,89,579
3737,4037000,1,1,1728,36,74,196,6,273,419,94,630
3738,4038000,1,1,1679,19,95,163,10,234,412,116,630
3739,4039000,1,1,1503,12,104,177,5,258,340,101,506
3740,4040000,1,1,1571,31,101,183,4,261,340,81,570
3741,4041000,1,1,1618,30,93,127,1,261,379,88,639
3742,4042000,1,1,1565,51,77,178,8,290,326,85,550
3743,4043000,1,1,1781,33,99,197,5,242,497,102,606
3744,4044000,1,1,1557,37,94,180,5,258,378,86,519
3745,4045000,1,1,1582,23,89,186,5,232,374,111,562
3746,4046000,1,1,1581,39,83,151,4,285,373,91,555
3747,4047000,1,1,1558,39,88,179,5,242,342,106,557
3748,4048000,1,1,1647,41,105,163,4,252,390,86,606
3749,4049000,1,1,1530,48,92,173,5,252,329,100,531
3750,4050000,1,1,1549,55,84,130,11,250,363,92,564
3751,4051000,1,1,1576,50,98,124,8,265,376,75,580
3752,4052000,1,1,1476,56,102,192,4,206,280,121,515
3753,4053000,1,1,1718,42,91,156,4,243,456,95,631
3754,4054000,1,1,1622,47,97,212,2,246,411,100,507
3755,4055000,1,1,1775,44,119,192,0,250,471,93,606
3756,4056000,1,1,1591,12,108,200,0,238,345,108,580
3757,4057000,1,1,1589,17,83,194,2,240,389,111,553
3758,4058000,1,1,1553,19,100,185,1,258,331,104,555
3759,4059000,1,1,1677,58,90,149,4,265,382,82,647
3760,4060000,1,1,1625,13,114,170,4,267,395,102,560
3761,4061000,1,1,1504,30,81,169,6,256,368,84,510
3762,4062000,1,1,1548,23,94,179,4,253,366,101,528
3763,4063000,1,1,1619,50,110,178,4,262,331,87,597
3764,4064000,1,1,1684,45,98,163,1,247,432,89,609
3765,4065000,1,1,1437,26,98,207,1,248,291,101,465
3766,4066000,1,1,1422,14,87,195,6,217,273,110,520
3767,4067000,1,1,1686,7,89,181,4,239,445,113,608
3768,4068000,1,1,1627,44,114,170,3,252,364,86,594
3769,4069000,1,1,1609,27,95,162,1,245,383,92,604
3770,4070000,1,1,1653,19,93,203,4,245,410,114,565
3771,4071000,1,1,1613,40,86,191,11,243,360,101,581
3772,4072000,1,1,1838,42,106,199,2,231,497,106,655
3773,4073000,1,1,1590,44,88,183,9,243,343,108,572
3774,4074000,1,1,1700,33,115,178,5,260,385,87,637
3775,4075000,1,1,1751,37,97,161,2,264,436,93,661
3776,4076000,1,1,1635,46,99,160,4,253,412,90,571
3777,4077000,1,1,1615,36,96,177,3,261,384,81,577
3778,4078000,1,1,1489,21,84,172,13,262,302,104,531
3779,4079000,1,1,1543,43,99,212,11,218,333,120,507
3780,4080000,1,1,1600,43,98,182,2,253,399,94,529
3781,4081000,1,1,1706,25,107,212,5,249,371,104,633
3782,4082000,1,1,1831,16,120,198,7,276,448,109,657
3783,4083000,1,1,1629,39,99,198,11,244,374,116,548
3784,4084000,1,1,1609,11,85,176,3,245,417,109,563
3785,4085000,1,1,1930,36,96,202,12,238,533,108,705
3786,4086000,1,1,1623,26,96,178,14,261,386,100,562
3787,4087000,1,1,1668,21,104,220,9,214,401,127,572
3788,4088000,1,1,1549,37,95,166,4,268,341,85,553
3789,4089000,1,1,1660,7,105,215,0,213,439,122,559
3790,4090000,1,1,1516,54,89,162,1,263,320,80,547
3791,4091000,1,1,1516,26,103,174,2,263,320,83,545
3792,4092000,1,1,1707,45,74,152,14,252,441,104,625
3793,4093000,1,1,1648,39,109,179,5,252,376,112,576
3794,4094000,1,1,1525,44,97,188,2,237,327,107,523
3795,4095000,1,1,1608,39,106,224,14,229,322,119,555
3796,4096000,1,1,1744,37,88,229,1,231,450,114,594
3797,4097000,1,1,1682,24,90,157,3,275,448,83,602
3798,4098000,1,1,1584,41,91,144,9,250,378,86,585
3799,4099000,1,1,1670,27,86,190,11,228,434,107,587
3800,4100000,1,1,1643,32,90,126,7,256,475,76,581
3801,4101000,1,1,1658,27,96,186,6,252,383,105,603
3802,4102000,1,1,1617,57,98,157,7,260,370,83,585
3803,4103000,1,1,1701,34,92,154,5,270,400,87,659
3804,4104000,1,1,1717,28,104,203,7,255,426,113,581
3805,4105000,1,1,1531,71,84,174,10,236,323,97,536
3806,4106000,1,1,1628,40,93,128,16,254,377,90,630
3807,4107000,1,1,1700,68,95,170,12,248,416,84,607
3808,4108000,1,1,1691,13,105,208,3,243,442,112,565
3809,4109000,1,1,1612,40,98,146,3,265,408,77,575
3810,4110000,1,1,1728,9,96,195,3,240,435,101,649
3811,4111000,1,1,1604,39,100,183,4,242,383,98,555
3812,4112000,1,1,1433,35,88,171,7,244,305,104,479
3813,4113000,1,1,1698,51,95,181,10,240,405,98,618
3814,4114000,1,1,1857,44,78,182,4,253,507,94,695
3815,4115000,1,1,1545,25,91,178,15,224,350,116,546
3816,4116000,1,1,1730,40,109,157,6,259,447,90,622
3817,4117000,1,1,1730,44,94,155,8,261,445,83,640
3818,4118000,1,1,1544,34,83,182,4,231,360,89,561
3819,4119000,1,1,1596,19,94,164,4,267,367,85,596
3820,4120000,1,1,1634,41,90,209,1,220,407,112,554
3821,4121000,1,1,1803,44,95,181,5,220,476,108,674
3822,4122000,1,1,1645,28,95,194,5,232,390,106,595
3823,4123000,1,1,1732,35,105,208,4,237,459,104,580
3824,4124000,1,1,1650,41,95,189,2,263,376,96,588
3825,4125000,1,1,1605,50,83,192,5,267,362,96,550
3826,4126000,1,1,1611,36,80,206,3,231,386,99,570
3827,4127000,1,1,1684,33,96,210,2,250,398,103,592
3828,4128000,1,1,1834,35,94,190,2,265,494,86,668
3829,4129000,1,1,1707,40,95,173,8,268,420,91,612
3830,4130000,1,1,1662,48,94,192,4,226,397,102,599
3831,4131000,1,1,1474,31,111,153,5,259,308,90,517
3832,4132000,1,1,1540,18,75,193,6,241,352,99,556
3833,4133000,1,1,1619,46,108,159,4,276,371,87,568
3834,4134000,1,1,1962,40,98,209,4,235,547,98,731
3835,4135000,1,1,1669,40,83,123,10,297,409,76,631
3836,4136000,1,1,1606,56,96,153,8,272,389,80,552
3837,4137000,1,1,1681,40,93,195,12,251,385,107,598
3838,4138000,1,1,1643,37,92,225,3,223,361,112,590
3839,4139000,1,1,1609,54,100,161,3,266,394,90,541
3840,4140000,1,1,1443,45,102,146,3,251,316,95,485
3841,4141000,1,1,1542,26,110,181,3,250,339,102,531
3842,4142000,1,1,1463,20,92,165,5,286,280,87,528
3843,4143000,1,1,1762,30,99,151,6,242,468,91,675
3844,4144000,1,1,1516,29,87,179,5,240,342,104,530
3845,4145000,1,1,1624,38,104,189,8,228,358,128,571
3846,4146000,1,1,1628,50,97,178,5,251,398,91,558
3847,4147000,1,1,1741,48,87,159,2,287,427,71,660
3848,4148000,1,1,1805,51,97,188,4,285,426,102,652
3849,4149000,1,1,1506,19,101,169,5,261,331,92,528
3850,4150000,1,1,1635,20,97,189,8,232,404,112,573
3851,4151000,1,1,1703,29,100,207,4,244,405,123,591
3852,4152000,1,1,1702,23,86,209,2,263,413,104,602
3853,4153000,1,1,1700,35,105,186,5,256,394,89,630
3854,4154000,1,1,1694,28,90,172,3,257,451,95,598
3855,4155000,1,1,1779,32,82,172,16,254,476,96,651
3856,4156000,1,1,1495,22,97,181,4,251,322,94,524
3857,4157000,1,1,1513,31,87,146,8,265,356,85,535
3858,4158000,1,1,1586,35,96,191,4,255,319,100,586
3859,4159000,1,1,1423,14,97,201,1,235,282,114,479
3860,4160000,1,1,1453,22,97,158,2,232,327,90,525
3861,4161000,1,1,1707,40,88,179,12,252,405,110,621
3862,4162000,1,1,1700,34,100,227,2,235,396,120,586
3863,4163000,1,1,1549,14,101,200,5,244,359,110,516
3864,4164000,1,1,1576,55,101,153,3,248,377,77,562
3865,4165000,1,1,1536,36,95,192,4,245,333,96,535
3866,4166000,1,1,1654,56,109,204,3,216,380,124,562
3867,4167000,1,1,1691,43,87,232,10,214,413,127,565
3868,4168000,1,1,1556,50,106,163,2,245,358,99,533
3869,4169000,1,1,1564,31,99,146,6,242,368,105,567
3870,4170000,1,1,1647,41,115,211,6,235,396,111,532
3871,4171000,1,1,1761,40,94,169,2,269,475,83,629
3872,4172000,1,1,1519,22,92,194,0,231,336,121,523
3873,4173000,1,1,1522,17,97,177,5,269,311,95,551
3874,4174000,1,1,1616,26,97,169,3,259,345,91,626
3875,4175000,1,1,1591,48,85,171,2,270,385,81,549
3876,4176000,1,1,1874,37,90,183,3,218,557,115,671
3877,4177000,1,1,1614,29,87,149,10,256,412,86,585
3878,4178000,1,1,1796,42,97,205,3,233,446,110,660
3879,4179000,1,1,1552,33,96,193,6,243,364,95,522
3880,4180000,1,1,1688,33,111,224,4,231,400,117,568
3881,4181000,1,1,1465,18,91,182,3,244,279,115,533
3882,4182000,1,1,1606,50,92,164,8,271,387,88,546
3883,4183000,1,1,1560,74,91,170,1,247,364,100,513
3884,4184000,1,1,1685,39,92,220,4,233,427,122,548
3885,4185000,1,1,1724,14,88,219,3,240,441,121,598
3886,4186000,1,1,1486,32,98,199,2,252,286,99,518
3887,4187000,1,1,1600,28,100,177,10,225,408,113,539
3888,4188000,1,1,1566,59,102,157,7,246,371,86,538
3889,4189000,1,1,1604,34,94,179,5,252,356,105,579
3890,4190000,1,1,1864,20,107,185,3,242,503,105,699
3891,4191000,1,1,1743,28,88,179,11,252,459,87,639
3892,4192000,1,1,1730,45,105,180,5,257,418,82,638
3893,4193000,1,1,1814,27,94,172,4,241,507,99,670
3894,4194000,1,1,1603,28,106,152,11,255,401,93,557
3895,4195000,1,1,1632,22,97,176,9,238,388,97,605
3896,4196000,1,1,1686,43,125,166,7,252,411,92,590
3897,4197000,1,1,1452,29,108,194,6,238,299,105,473
3898,4198000,1,1,1584,55,90,166,1,271,360,92,549
3899,4199000,1,1,1751,24,105,189,9,247,469,103,605
3900,4200000,1,1,1611,14,92,233,4,246,344,113,565
3901,4201000,1,1,1811,23,90,163,8,258,532,91,646
3902,4202000,1,1,1815,43,101,134,8,264,489,79,697
3903,4203000,1,1,1719,12,97,186,4,233,449,115,623
3904,4204000,1,1,1618,53,102,190,6,233,377,105,552
3905,4205000,1,1,1692,27,106,143,3,264,432,83,634
3906,4206000,1,1,1659,44,89,168,0,250,395,96,617
3907,4207000,1,1,1655,51,104,140,7,270,393,87,603
3908,4208000,1,1,1804,50,81,169,1,235,496,96,676
3909,4209000,1,1,1639,37,88,179,5,251,368,89,622
3910,4210000,1,1,1874,38,93,171,6,239,517,97,713
3911,4211000,1,1,1773,54,88,154,3,254,488,97,635
3912,4212000,1,1,1681,44,86,164,7,251,383,102,644
3913,4213000,1,1,1663,42,91,159,1,261,433,86,590
3914,4214000,1,1,1589,47,99,147,1,248,388,99,560
3915,4215000,1,1,1439,33,98,187,1,234,314,93,479
3916,4216000,1,1,1489,47,94,134,1,277,329,71,536
3917,4217000,1,1,1695,19,93,197,0,233,432,106,615
3918,4218000,1,1,1699,21,109,211,3,255,427,110,563
3919,4219000,1,1,1762,49,110,200,7,251,444,94,607
3920,4220000,1,1,1612,30,91,218,2,225,399,122,525
3921,4221000,1,1,1585,24,110,161,3,270,386,85,546
3922,4222000,1,1,1727,49,103,200,4,241,411,110,609
3923,4223000,1,1,1569,33,101,188,2,251,357,100,537
3924,4224000,1,1,1590,18,110,173,2,242,379,103,563
3925,4225000,1,1,1526,30,103,179,4,251,322,89,548
3926,4226000,1,1,1588,26,92,147,7,269,381,75,591
3927,4227000,1,1,1800,50,105,212,1,246,472,100,614
3928,4228000,1,1,1557,29,92,163,3,252,386,82,550
3929,4229000,1,1,1458,66,86,163,8,277,250,75,533
3930,4230000,1,1,1759,38,98,200,5,239,466,86,627
3931,4231000,1,1,1512,28,77,206,1,234,347,116,503
3932,4232000,1,1,1657,19,92,201,8,241,381,95,620
3933,4233000,1,1,1763,33,118,208,7,238,407,111,641
3934,4234000,1,1,1528,35,96,170,5,263,324,92,543
3935,4235000,1,1,1491,31,93,178,8,234,333,108,506
3936,4236000,1,1,1395,40,90,150,9,251,273,101,481
3937,4237000,1,1,1487,21,89,184,13,257,270,97,556
3938,4238000,1,1,1783,16,110,188,2,230,502,112,623
3939,4239000,1,1,1571,50,93,128,8,261,360,76,595
3940,4240000,1,1,1786,50,97,218,3,231,434,115,638
3941,4241000,1,1,1660,19,87,154,4,259,437,88,612
3942,4242000,1,1,1657,33,124,223,2,248,345,97,585
3943,4243000,1,1,1644,19,78,156,5,256,439,89,602
3944,4244000,1,1,1648,30,111,174,6,263,432,90,542
3945,4245000,1,1,1733,36,95,190,13,243,434,106,616
3946,4246000,1,1,1533,49,97,218,10,209,348,134,468
3947,4247000,1,1,1801,29,108,182,7,258,478,85,654
3948,4248000,1,1,1598,8,87,176,4,259,368,97,599
3949,4249000,1,1,1475,30,103,199,1,239,285,106,512
3950,4250000,1,1,1636,44,119,150,3,264,392,84,580
3951,4251000,1,1,1719,19,103,188,4,231,466,101,607
3952,4252000,1,1,1558,52,100,164,5,256,348,79,554
3953,4253000,1,1,1760,48,99,163,6,232,472,97,643
3954,4254000,1,1,1610,20,104,184,4,250,389,88,571
3955,4255000,1,1,1548,22,103,184,4,247,395,103,490
3956,4256000,1,1,1438,19,102,152,1,263,313,93,495
3957,4257000,1,1,1595,58,118,179,0,231,321,105,583
3958,4258000,1,1,1874,28,85,166,2,245,550,100,698
3959,4259000,1,1,1717,22,106,231,1,221,426,120,590
3960,4260000,1,1,1498,23,106,193,3,239,316,111,507
3961,4261000,1,1,1592,44,92,157,0,258,365,103,573
3962,4262000,1,1,1636,48,108,151,7,276,373,64,609
3963,4263000,1,1,1502,23,101,190,10,234,297,105,542
3964,4264000,1,1,1693,29,99,210,6,217,429,112,591
3965,4265000,1,1,1539,20,92,165,6,262,338,79,577
3966,4266000,1,1,1813,33,101,182,1,244,519,109,624
3967,4267000,1,1,1548,19,97,182,3,237,361,112,537
3968,4268000,1,1,1522,28,101,162,2,277,326,79,547
3969,4269000,1,1,1524,24,103,132,8,272,352,86,547
3970,4270000,1,1,1508,46,110,134,3,283,351,82,499
3971,4271000,1,1,1596,22,77,180,8,247,390,97,575
3972,4272000,1,1,1811,19,97,197,4,242,463,91,698
3973,4273000,1,1,1803,13,98,208,3,221,513,124,623
3974,4274000,1,1,1486,41,88,222,3,234,304,120,474
3975,4275000,1,1,1887,33,82,212,5,248,498,103,706
3976,4276000,1,1,1717,12,109,189,3,246,429,98,631
3977,4277000,1,1,1590,7,95,184,3,254,429,107,511
3978,4278000,1,1,1685,8,118,194,3,247,414,111,590
3979,4279000,1,1,1639,21,114,208,3,225,384,114,570
3980,4280000,1,1,1427,22,82,178,2,250,300,100,493
3981,4281000,1,1,1570,40,101,185,2,241,357,100,544
3982,4282000,1,1,1851,4,88,185,5,242,525,97,705
3983,4283000,1,1,1800,21,108,179,5,251,505,92,639
3984,4284000,1,1,1538,39,110,162,11,229,335,113,539
3985,4285000,1,1,1427,13,94,206,1,231,282,115,485
3986,4286000,1,1,1679,35,97,199,0,239,414,98,597
3987,4287000,1,1,1550,10,88,195,0,246,340,101,570
3988,4288000,1,1,1698,23,88,222,1,214,432,111,607
3989,4289000,1,1,1643,40,84,186,1,241,381,92,618
