"posterior_row","iteration","tree_no","map_within_draw","total_changes","q12","q13","q21","q24","q31","q34","q42","q43"
1229,1529000,1,1,1688,68,97,175,4,244,398,105,597
1230,1530000,1,1,1651,7,84,222,2,240,407,111,578
1231,1531000,1,1,1758,3,91,215,5,207,502,128,607
1232,1532000,1,1,1577,2,86,201,2,245,377,115,549
1233,1533000,1,1,1666,4,95,232,1,209,437,126,562
1234,1534000,1,1,1696,29,110,182,0,242,434,102,597
1235,1535000,1,1,1536,44,95,178,1,240,334,104,540
1236,1536000,1,1,1585,33,88,213,8,230,333,119,561
1237,1537000,1,1,1733,49,100,140,2,266,450,82,644
1238,1538000,1,1,1462,68,86,178,5,244,301,107,473
1239,1539000,1,1,1561,57,94,178,4,230,356,101,541
1240,1540000,1,1,1577,20,81,169,2,257,375,94,579
1241,1541000,1,1,1574,32,111,198,7,261,333,96,536
1242,1542000,1,1,1525,29,106,172,4,271,297,84,562
1243,1543000,1,1,1556,31,103,172,7,260,343,89,551
1244,1544000,1,1,1710,12,81,199,3,263,425,107,620
1245,1545000,1,1,1523,15,101,206,2,205,354,121,519
1246,1546000,1,1,1695,53,104,193,1,249,420,102,573
1247,1547000,1,1,1751,28,92,178,8,265,421,107,652
1248,1548000,1,1,1724,38,109,160,4,253,444,93,623
1249,1549000,1,1,1744,36,110,147,2,288,424,74,663
1250,1550000,1,1,1660,26,120,190,1,237,377,96,613
1251,1551000,1,1,1801,28,112,178,3,261,471,93,655
1252,1552000,1,1,1819,18,114,176,6,258,491,100,656
1253,1553000,1,1,1399,39,80,144,4,274,297,79,482
1254,1554000,1,1,1560,45,100,188,6,228,321,108,564
1255,1555000,1,1,1698,13,101,223,3,224,445,117,572
1256,1556000,1,1,1525,17,102,220,6,236,333,104,507
1257,1557000,1,1,1657,35,109,183,11,251,413,94,561
1258,1558000,1,1,1507,20,87,150,5,259,358,88,540
1259,1559000,1,1,1559,45,98,140,6,251,337,93,589
1260,1560000,1,1,1637,29,97,185,5,224,417,99,581
1261,1561000,1,1,1742,42,90,191,5,239,427,99,649
1262,1562000,1,1,1843,46,101,151,3,254,500,88,700
1263,1563000,1,1,1431,71,88,172,14,254,249,101,482
1264,1564000,1,1,1471,53,102,186,12,248,264,103,503
1265,1565000,1,1,1534,67,94,172,10,246,340,89,516
1266,1566000,1,1,1608,21,89,154,6,241,405,99,593
1267,1567000,1,1,1639,29,97,200,8,222,362,106,615
1268,1568000,1,1,1474,34,97,136,8,264,315,92,528
1269,1569000,1,1,1582,30,84,207,11,229,355,110,556
1270,1570000,1,1,1506,46,106,152,1,283,296,84,538
1271,1571000,1,1,1489,27,101,167,6,242,316,86,544
1272,1572000,1,1,1533,31,94,147,1,246,376,100,538
1273,1573000,1,1,1726,58,86,202,4,257,410,102,607
1274,1574000,1,1,1515,23,88,177,5,222,328,108,564
1275,1575000,1,1,1742,46,96,205,5,246,398,91,655
1276,1576000,1,1,1854,50,103,188,7,256,477,113,660
1277,1577000,1,1,1467,25,92,161,2,273,317,73,524
1278,1578000,1,1,1467,46,108,204,4,226,306,102,471
1279,1579000,1,1,1632,43,104,149,2,264,375,96,599
1280,1580000,1,1,1628,33,107,175,4,228,420,97,564
1281,1581000,1,1,1727,54,103,154,4,274,436,85,617
1282,1582000,1,1,1466,54,96,177,5,246,331,102,455
1283,1583000,1,1,1555,21,97,185,5,260,349,107,531
1284,1584000,1,1,1726,36,94,166,9,229,460,107,625
1285,1585000,1,1,1604,24,92,179,2,233,401,111,562
1286,1586000,1,1,1625,36,85,227,2,237,389,109,540
1287,1587000,1,1,1643,33,93,188,1,259,404,91,574
1288,1588000,1,1,1505,33,78,170,9,238,326,93,558
1289,1589000,1,1,1582,17,100,178,3,249,389,97,549
1290,1590000,1,1,1528,19,97,204,3,233,339,103,530
1291,1591000,1,1,1459,27,86,194,3,260,272,101,516
1292,1592000,1,1,1471,41,103,144,2,274,341,76,490
1293,1593000,1,1,1632,34,97,179,6,237,369,99,611
1294,1594000,1,1,1595,50,88,174,13,295,335,93,547
1295,1595000,1,1,1619,37,91,197,3,239,367,102,583
1296,1596000,1,1,1499,61,93,154,2,263,332,76,518
1297,1597000,1,1,1460,47,84,154,3,273,333,89,477
1298,1598000,1,1,1772,6,95,171,3,243,493,103,658
1299,1599000,1,1,1585,36,112,161,2,253,395,97,529
1300,1600000,1,1,1576,20,96,198,6,235,353,113,555
1301,1601000,1,1,1622,18,102,177,6,234,397,86,602
1302,1602000,1,1,1596,28,99,171,12,260,386,99,541
1303,1603000,1,1,1668,5,97,185,3,245,386,99,648
1304,1604000,1,1,1595,7,110,168,6,267,353,102,582
1305,1605000,1,1,1678,30,114,209,2,230,399,113,581
1306,1606000,1,1,1599,29,103,193,9,271,353,107,534
1307,1607000,1,1,1742,45,103,184,6,252,390,103,659
1308,1608000,1,1,1557,40,103,164,1,238,345,103,563
1309,1609000,1,1,1636,36,114,207,7,244,364,104,560
1310,1610000,1,1,1552,23,88,196,2,215,382,110,536
1311,1611000,1,1,1939,37,107,203,4,225,556,105,702
1312,1612000,1,1,1480,48,91,142,7,269,322,86,515
1313,1613000,1,1,1719,36,94,188,7,246,417,101,630
1314,1614000,1,1,1674,45,96,188,3,267,358,91,626
1315,1615000,1,1,1651,58,106,140,6,254,412,87,588
1316,1616000,1,1,1568,47,85,199,7,234,331,101,564
1317,1617000,1,1,1671,44,117,202,2,215,401,105,585
1318,1618000,1,1,1529,22,93,166,7,271,344,83,543
1319,1619000,1,1,1670,40,102,192,7,234,407,108,580
1320,1620000,1,1,1496,50,92,138,1,269,320,80,546
1321,1621000,1,1,1607,38,90,146,7,297,362,77,590
1322,1622000,1,1,1606,25,112,158,12,264,396,96,543
1323,1623000,1,1,1572,66,105,127,4,292,340,72,566
1324,1624000,1,1,1528,37,99,170,7,249,327,85,554
1325,1625000,1,1,1573,14,84,182,4,248,396,109,536
1326,1626000,1,1,1653,18,84,162,7,278,410,104,590
1327,1627000,1,1,1533,21,93,183,2,222,372,118,522
1328,1628000,1,1,1626,54,83,211,5,243,371,94,565
1329,1629000,1,1,1613,20,90,176,7,229,395,116,580
1330,1630000,1,1,1629,53,97,160,10,257,367,94,591
1331,1631000,1,1,1738,41,88,172,2,251,492,91,601
1332,1632000,1,1,1727,33,88,218,6,236,444,109,593
1333,1633000,1,1,1614,23,85,166,4,253,418,90,575
1334,1634000,1,1,1519,34,89,191,4,241,333,109,518
1335,1635000,1,1,1514,52,98,168,2,284,307,80,523
1336,1636000,1,1,1697,13,96,203,8,245,450,114,568
1337,1637000,1,1,1575,4,92,187,0,256,395,102,539
1338,1638000,1,1,1712,21,113,203,3,256,408,97,611
1339,1639000,1,1,1608,32,90,170,3,262,384,89,578
1340,1640000,1,1,1538,34,92,185,9,247,332,107,532
1341,1641000,1,1,1845,54,92,167,2,271,495,75,689
1342,1642000,1,1,1602,27,89,156,3,271,393,79,584
1343,1643000,1,1,1671,15,88,171,2,287,398,76,634
1344,1644000,1,1,1654,21,94,165,4,265,415,94,596
1345,1645000,1,1,1712,44,86,215,8,224,469,110,556
1346,1646000,1,1,1656,63,98,140,0,262,417,88,588
1347,1647000,1,1,1563,20,101,202,8,262,321,95,554
1348,1648000,1,1,1561,14,96,163,1,250,375,91,571
1349,1649000,1,1,1596,28,90,183,0,254,381,95,565
1350,1650000,1,1,1538,48,90,155,3,243,334,93,572
1351,1651000,1,1,1499,48,105,143,3,258,340,77,525
1352,1652000,1,1,1641,35,107,180,0,239,409,98,573
1353,1653000,1,1,1676,59,114,180,0,233,442,93,555
1354,1654000,1,1,1640,31,118,171,12,259,370,101,578
1355,1655000,1,1,1592,38,90,177,6,269,376,89,547
1356,1656000,1,1,1735,28,92,179,3,247,431,85,670
1357,1657000,1,1,1608,38,123,193,4,252,362,89,547
1358,1658000,1,1,1578,59,92,156,3,260,361,93,554
1359,1659000,1,1,1565,22,101,179,3,254,341,88,577
1360,1660000,1,1,1628,28,87,181,7,241,400,92,592
1361,1661000,1,1,1513,37,110,180,14,236,330,115,491
1362,1662000,1,1,1462,29,96,162,5,264,347,92,467
1363,1663000,1,1,1599,37,92,198,5,230,347,123,567
1364,1664000,1,1,1570,26,85,167,8,260,380,96,548
1365,1665000,1,1,1521,8,106,205,6,223,321,128,524
1366,1666000,1,1,1631,21,97,177,5,243,413,94,581
1367,1667000,1,1,1544,17,88,200,6,216,319,127,571
1368,1668000,1,1,1584,39,109,159,0,248,350,100,579
1369,1669000,1,1,1527,28,96,186,3,234,305,94,581
1370,1670000,1,1,1673,44,92,186,5,244,427,90,585
1371,1671000,1,1,1594,27,103,221,2,223,339,120,559
1372,1672000,1,1,1624,23,87,177,5,246,390,88,608
1373,1673000,1,1,1740,66,87,196,6,261,425,76,623
1374,1674000,1,1,1666,16,90,227,4,231,406,120,572
1375,1675000,1,1,1558,16,113,215,1,229,349,113,522
1376,1676000,1,1,1569,26,112,133,16,267,365,78,572
1377,1677000,1,1,1506,60,108,167,3,237,330,98,503
1378,1678000,1,1,1503,20,93,180,7,236,357,98,512
1379,1679000,1,1,1618,65,102,211,2,220,354,115,549
1380,1680000,1,1,1529,33,89,179,3,248,331,93,553
1381,1681000,1,1,1600,46,100,216,1,223,332,112,570
1382,1682000,1,1,1595,60,111,191,3,265,339,92,534
1383,1683000,1,1,1806,80,112,175,8,277,458,82,614
1384,1684000,1,1,1582,22,109,209,2,240,383,104,513
1385,1685000,1,1,1607,42,78,159,9,255,358,92,614
1386,1686000,1,1,1568,18,96,174,1,238,364,109,568
1387,1687000,1,1,1595,51,103,180,6,269,318,84,584
1388,1688000,1,1,1598,56,84,130,7,286,366,76,593
1389,1689000,1,1,1607,42,82,163,7,258,374,103,578
1390,1690000,1,1,1476,20,96,226,5,213,329,132,455
1391,1691000,1,1,1569,24,83,182,2,252,367,104,555
1392,1692000,1,1,1568,16,105,163,1,264,376,98,545
1393,1693000,1,1,1484,32,91,180,3,248,342,89,499
1394,1694000,1,1,1770,49,88,185,1,253,478,79,637
1395,1695000,1,1,1449,29,98,197,6,250,253,98,518
1396,1696000,1,1,1698,43,108,170,3,253,431,78,612
1397,1697000,1,1,1652,64,89,180,14,242,377,117,569
1398,1698000,1,1,1622,25,104,168,3,268,383,80,591
1399,1699000,1,1,1521,16,98,180,4,239,340,115,529
1400,1700000,1,1,1576,20,110,160,3,249,353,101,580
1401,1701000,1,1,1610,14,100,199,5,243,373,108,568
1402,1702000,1,1,1797,21,107,185,4,248,485,107,640
1403,1703000,1,1,1461,57,109,154,3,260,313,86,479
1404,1704000,1,1,1465,33,94,190,4,254,285,109,496
1405,1705000,1,1,1517,32,85,139,5,245,339,86,586
1406,1706000,1,1,1630,36,101,202,6,230,381,99,575
1407,1707000,1,1,1631,54,91,233,7,223,363,136,524
1408,1708000,1,1,1543,68,85,140,7,277,314,77,575
1409,1709000,1,1,1524,21,95,188,4,248,346,106,516
1410,1710000,1,1,1652,18,99,199,2,245,395,98,596
1411,1711000,1,1,1541,36,92,177,15,267,298,99,557
1412,1712000,1,1,1519,31,94,181,7,229,330,100,547
1413,1713000,1,1,1459,15,94,158,7,263,294,89,539
1414,1714000,1,1,1549,26,87,168,2,258,354,88,566
1415,1715000,1,1,1609,33,92,194,0,255,383,89,563
1416,1716000,1,1,1611,40,100,172,4,237,404,104,550
1417,1717000,1,1,1518,60,75,149,2,271,356,87,518
1418,1718000,1,1,1751,43,90,216,8,239,433,99,623
1419,1719000,1,1,1521,27,90,147,2,248,365,81,561
1420,1720000,1,1,1492,36,104,207,6,228,317,121,473
1421,1721000,1,1,1567,26,88,175,5,255,344,99,575
1422,1722000,1,1,1651,47,94,160,4,262,409,77,598
1423,1723000,1,1,1547,26,92,160,4,248,397,86,534
1424,1724000,1,1,1685,53,95,164,7,232,429,101,604
1425,1725000,1,1,1450,47,96,205,1,240,263,101,497
1426,1726000,1,1,1549,48,91,167,5,238,367,105,528
1427,1727000,1,1,1755,56,95,182,8,238,438,103,635
1428,1728000,1,1,1607,26,95,196,1,273,376,94,546
1429,1729000,1,1,1587,41,99,181,2,258,360,99,547
1430,1730000,1,1,1746,23,91,188,2,266,457,92,627
1431,1731000,1,1,1794,21,87,216,2,232,489,118,629
1432,1732000,1,1,1634,49,85,164,8,237,369,107,615
1433,1733000,1,1,1448,45,101,145,3,274,288,84,508
1434,1734000,1,1,1444,11,104,188,4,216,308,110,503
1435,1735000,1,1,1767,35,96,190,8,269,433,89,647
1436,1736000,1,1,1562,32,97,150,5,256,384,96,542
1437,1737000,1,1,1651,47,96,144,3,251,432,85,593
1438,1738000,1,1,1564,28,99,167,1,264,349,92,564
1439,1739000,1,1,1509,64,94,166,1,246,351,95,492
1440,1740000,1,1,1768,66,78,170,1,325,389,61,678
1441,1741000,1,1,1576,35,98,190,2,236,358,101,556
1442,1742000,1,1,1729,57,96,172,2,273,425,89,615
1443,1743000,1,1,1783,19,96,183,5,253,471,89,667
1444,1744000,1,1,1621,20,101,176,4,276,347,89,608
1445,1745000,1,1,1518,53,90,216,4,208,316,136,495
1446,1746000,1,1,1734,43,78,161,9,271,443,85,644
1447,1747000,1,1,1466,41,83,151,5,270,304,85,527
1448,1748000,1,1,1704,25,88,154,10,247,447,85,648
1449,1749000,1,1,1499,10,101,208,4,250,341,115,470
1450,1750000,1,1,1583,37,89,190,4,252,369,93,549
1451,1751000,1,1,1605,8,109,188,3,244,366,100,587
1452,1752000,1,1,1675,46,97,208,1,235,433,107,548
1453,1753000,1,1,1436,32,92,178,0,255,291,85,503
1454,1754000,1,1,1394,34,95,165,0,243,285,93,479
1455,1755000,1,1,1547,30,113,159,4,267,311,93,570
1456,1756000,1,1,1608,46,90,189,2,236,411,98,536
1457,1757000,1,1,1673,57,107,189,5,260,411,93,551
1458,1758000,1,1,1512,60,109,166,1,249,307,89,531
1459,1759000,1,1,1545,57,94,213,5,232,319,97,528
1460,1760000,1,1,1591,48,98,178,5,266,354,91,551
1461,1761000,1,1,1696,38,96,170,3,253,448,86,602
1462,1762000,1,1,1533,71,109,168,0,242,354,87,502
1463,1763000,1,1,1605,40,89,174,0,283,359,77,583
1464,1764000,1,1,1595,39,107,200,1,246,383,90,529
1465,1765000,1,1,1698,20,104,201,2,233,426,114,598
1466,1766000,1,1,1582,25,87,181,1,250,366,98,574
1467,1767000,1,1,1726,38,99,248,0,204,405,132,600
1468,1768000,1,1,1583,29,86,207,8,246,369,102,536
1469,1769000,1,1,1370,26,97,185,3,223,279,103,454
1470,1770000,1,1,1727,41,100,192,8,240,419,97,630
1471,1771000,1,1,1684,71,85,204,4,248,388,86,598
1472,1772000,1,1,1612,21,84,149,14,242,420,102,580
1473,1773000,1,1,1581,78,101,188,9,246,367,102,490
1474,1774000,1,1,1768,29,90,195,6,229,482,98,639
1475,1775000,1,1,1752,51,110,176,4,259,464,105,583
1476,1776000,1,1,1601,30,90,191,2,234,367,99,588
1477,1777000,1,1,1708,22,86,181,1,247,432,82,657
1478,1778000,1,1,1576,22,95,176,5,240,384,98,556
1479,1779000,1,1,1518,25,102,197,3,239,321,106,525
1480,1780000,1,1,1482,17,100,166,0,240,322,94,543
1481,1781000,1,1,1571,27,88,187,1,242,347,99,580
1482,1782000,1,1,1680,32,93,138,9,265,407,87,649
1483,1783000,1,1,1529,23,111,179,2,248,334,89,543
1484,1784000,1,1,1630,30,100,230,1,235,411,111,512
1485,1785000,1,1,1611,53,110,171,5,263,389,94,526
1486,1786000,1,1,1573,40,117,146,9,257,362,84,558
1487,1787000,1,1,1622,47,89,165,2,258,410,75,576
1488,1788000,1,1,1730,20,113,212,4,232,455,109,585
1489,1789000,1,1,1752,35,92,179,5,241,470,106,624
1490,1790000,1,1,1647,22,113,212,1,232,378,100,589
1491,1791000,1,1,1701,15,96,190,10,243,447,98,602
1492,1792000,1,1,1693,39,90,209,1,251,406,102,595
1493,1793000,1,1,1653,15,111,196,3,234,406,116,572
1494,1794000,1,1,1577,19,92,171,1,269,363,87,575
1495,1795000,1,1,1592,11,92,196,8,220,366,123,576
1496,1796000,1,1,1676,13,101,183,5,261,376,104,633
1497,1797000,1,1,1491,10,119,171,2,259,303,87,540
1498,1798000,1,1,1547,21,84,180,12,250,319,98,583
1499,1799000,1,1,1493,51,115,192,1,258,257,87,532
1500,1800000,1,1,1578,73,111,172,8,270,344,91,509
1501,1801000,1,1,1667,48,96,145,6,272,414,90,596
1502,1802000,1,1,1749,18,98,221,5,215,465,133,594
1503,1803000,1,1,1649,47,85,183,7,232,419,109,567
1504,1804000,1,1,1666,31,106,216,7,231,376,115,584
1505,1805000,1,1,1605,54,94,196,6,241,363,102,549
1506,1806000,1,1,1572,41,94,150,6,245,383,89,564
1507,1807000,1,1,1781,38,97,191,5,240,436,90,684
1508,1808000,1,1,1820,79,104,205,8,236,442,97,649
1509,1809000,1,1,1695,41,89,220,6,228,403,99,609
1510,1810000,1,1,1543,5,118,171,2,231,372,96,548
1511,1811000,1,1,1637,23,96,186,2,244,411,97,578
1512,1812000,1,1,1652,56,90,153,5,270,414,76,588
1513,1813000,1,1,1624,41,87,188,8,231,371,104,594
1514,1814000,1,1,1615,29,89,163,4,249,408,99,574
1515,1815000,1,1,1542,43,102,137,5,275,345,84,551
1516,1816000,1,1,1459,30,94,164,1,246,322,92,510
1517,1817000,1,1,1689,20,97,206,4,258,422,100,582
1518,1818000,1,1,1529,25,94,145,13,258,351,105,538
1519,1819000,1,1,1719,30,92,200,4,236,427,106,624
1520,1820000,1,1,1858,24,117,196,7,271,500,102,641
1521,1821000,1,1,1630,47,95,175,2,230,407,102,572
1522,1822000,1,1,1689,19,100,206,1,241,429,99,594
1523,1823000,1,1,1452,58,85,151,3,245,362,94,454
1524,1824000,1,1,1796,27,108,222,2,232,459,128,618
1525,1825000,1,1,1651,44,99,231,2,238,374,124,539
1526,1826000,1,1,1614,38,82,145,5,294,395,86,569
1527,1827000,1,1,1617,5,98,175,5,252,397,100,585
1528,1828000,1,1,1991,55,110,174,1,278,533,89,751
1529,1829000,1,1,1670,8,97,187,4,275,400,96,603
1530,1830000,1,1,1691,57,101,189,3,238,394,108,601
1531,1831000,1,1,1544,24,91,160,4,264,374,78,549
1532,1832000,1,1,1703,49,102,185,1,231,418,93,624
1533,1833000,1,1,1525,46,98,171,5,246,340,99,520
1534,1834000,1,1,1675,24,95,190,5,247,436,115,563
1535,1835000,1,1,1532,28,103,202,2,241,317,108,531
1536,1836000,1,1,1534,22,84,172,3,250,356,91,556
1537,1837000,1,1,1451,23,99,160,3,269,321,92,484
1538,1838000,1,1,1594,46,99,163,12,260,381,90,543
1539,1839000,1,1,1575,32,99,160,7,266,352,92,567
1540,1840000,1,1,1744,13,99,198,5,248,432,114,635
1541,1841000,1,1,1844,12,89,203,4,246,513,117,660
1542,1842000,1,1,1529,27,93,161,3,255,365,101,524
1543,1843000,1,1,1553,25,85,158,2,256,374,94,559
1544,1844000,1,1,1617,55,106,145,6,259,398,85,563
1545,1845000,1,1,1684,47,100,196,0,258,382,90,611
1546,1846000,1,1,1453,40,94,160,3,241,319,93,503
1547,1847000,1,1,1650,38,89,195,8,221,359,122,618
1548,1848000,1,1,1506,31,103,184,0,224,309,112,543
1549,1849000,1,1,1654,12,97,195,4,236,419,111,580
1550,1850000,1,1,1543,17,92,162,10,258,327,101,576
1551,1851000,1,1,1707,15,94,193,5,230,458,104,608
1552,1852000,1,1,1667,21,94,160,3,255,426,87,621
1553,1853000,1,1,1728,30,104,156,12,261,429,89,647
1554,1854000,1,1,1676,42,89,209,6,232,421,109,568
1555,1855000,1,1,1696,21,99,157,3,249,454,84,629
1556,1856000,1,1,1909,38,87,183,7,254,548,107,685
1557,1857000,1,1,1491,20,100,193,5,245,306,103,519
1558,1858000,1,1,1538,40,104,193,6,247,352,91,505
1559,1859000,1,1,1514,13,89,206,5,232,345,100,524
1560,1860000,1,1,1602,42,103,182,4,239,384,103,545
1561,1861000,1,1,1583,57,82,170,2,235,396,98,543
1562,1862000,1,1,1717,54,91,187,3,239,418,109,616
1563,1863000,1,1,1714,44,86,188,11,228,421,117,619
1564,1864000,1,1,1610,10,89,225,5,210,372,139,560
1565,1865000,1,1,1702,29,86,118,6,273,450,77,663
1566,1866000,1,1,1577,31,100,169,2,261,351,89,574
1567,1867000,1,1,1379,10,100,178,6,232,281,110,462
1568,1868000,1,1,1513,58,92,164,2,264,327,98,508
1569,1869000,1,1,1612,21,96,187,6,254,393,94,561
1570,1870000,1,1,1645,14,93,177,4,244,437,108,568
1571,1871000,1,1,1521,67,90,170,7,291,272,76,548
1572,1872000,1,1,1875,28,99,192,10,248,516,114,668
1573,1873000,1,1,1453,33,106,163,9,251,297,87,507
1574,1874000,1,1,1769,66,105,194,1,261,406,83,653
1575,1875000,1,1,1704,34,104,164,7,254,451,80,610
1576,1876000,1,1,1758,46,96,184,4,264,455,101,608
1577,1877000,1,1,1432,30,86,176,5,249,283,93,510
1578,1878000,1,1,1671,12,102,205,5,237,431,119,560
1579,1879000,1,1,1639,59,85,187,5,239,375,88,601
1580,1880000,1,1,1571,30,96,185,0,263,367,83,547
1581,1881000,1,1,1632,15,105,177,6,237,404,103,585
1582,1882000,1,1,1627,36,96,168,4,236,393,99,595
1583,1883000,1,1,1558,26,87,174,6,226,372,104,563
1584,1884000,1,1,1473,20,102,174,5,236,332,94,510
1585,1885000,1,1,1686,27,104,175,1,260,433,102,584
1586,1886000,1,1,1600,63,104,123,0,289,367,64,590
1587,1887000,1,1,1544,47,96,164,1,229,352,99,556
1588,1888000,1,1,1617,43,94,142,3,247,372,93,623
1589,1889000,1,1,1677,59,83,171,11,266,340,99,648
1590,1890000,1,1,1610,41,101,191,8,238,365,92,574
1591,1891000,1,1,1587,55,101,193,1,238,351,95,553
1592,1892000,1,1,1650,41,91,208,1,242,406,109,552
1593,1893000,1,1,1695,58,83,208,5,249,385,107,600
1594,1894000,1,1,1628,41,93,195,12,232,366,123,566
1595,1895000,1,1,1654,35,99,189,1,233,415,99,583
1596,1896000,1,1,1675,35,104,192,4,246,388,100,606
1597,1897000,1,1,1641,22,88,170,2,236,432,90,601
1598,1898000,1,1,1494,38,92,146,2,242,337,93,544
1599,1899000,1,1,1671,18,82,186,5,265,419,98,598
1600,1900000,1,1,1577,41,95,138,4,247,381,78,593
1601,1901000,1,1,1538,36,102,186,5,249,366,99,495
1602,1902000,1,1,1514,27,100,194,1,232,343,106,511
1603,1903000,1,1,1538,31,98,165,4,233,393,86,528
1604,1904000,1,1,1600,15,89,188,4,247,349,99,609
1605,1905000,1,1,1561,50,98,169,3,252,353,96,540
1606,1906000,1,1,1526,25,95,192,1,231,355,107,520
1607,1907000,1,1,1750,26,83,238,1,241,413,114,634
1608,1908000,1,1,1674,13,100,188,7,248,406,93,619
1609,1909000,1,1,1777,42,91,186,12,228,463,126,629
1610,1910000,1,1,1923,20,101,195,6,258,562,103,678
1611,1911000,1,1,1645,76,97,135,2,257,385,68,625
1612,1912000,1,1,1800,29,103,192,6,238,465,112,655
1613,1913000,1,1,1762,16,107,162,5,267,490,99,616
1614,1914000,1,1,1649,41,99,152,4,261,422,89,581
1615,1915000,1,1,1547,16,100,166,4,257,391,100,513
1616,1916000,1,1,1558,42,97,159,4,234,348,95,579
1617,1917000,1,1,1542,15,98,157,6,267,335,81,583
1618,1918000,1,1,1602,57,95,141,7,282,386,73,561
1619,1919000,1,1,1609,46,101,159,3,263,420,93,524
1620,1920000,1,1,1507,19,102,199,4,223,327,101,532
1621,1921000,1,1,1618,32,96,171,2,248,377,95,597
1622,1922000,1,1,1638,32,100,217,15,212,390,142,530
1623,1923000,1,1,1761,15,92,217,5,222,467,122,621
1624,1924000,1,1,1861,33,104,187,7,225,492,121,692
1625,1925000,1,1,1844,15,113,198,0,244,508,105,661
1626,1926000,1,1,1596,49,97,178,8,243,396,101,524
1627,1927000,1,1,1672,41,93,136,7,257,447,94,597
1628,1928000,1,1,1627,49,103,213,3,234,358,117,550
1629,1929000,1,1,1647,54,97,217,8,230,338,109,594
1630,1930000,1,1,1656,23,98,154,5,268,393,83,632
1631,1931000,1,1,1679,61,87,159,13,255,375,90,639
1632,1932000,1,1,1604,36,103,234,2,250,338,100,541
1633,1933000,1,1,1696,38,87,205,1,266,425,90,584
1634,1934000,1,1,1586,11,97,176,5,243,386,107,561
1635,1935000,1,1,1530,28,92,146,3,243,346,97,575
1636,1936000,1,1,1480,40,91,140,2,300,311,68,528
1637,1937000,1,1,1575,23,116,169,2,246,345,90,584
1638,1938000,1,1,1543,31,90,204,3,258,312,93,552
1639,1939000,1,1,1519,23,89,142,10,240,363,98,554
1640,1940000,1,1,1524,16,101,204,8,230,357,107,501
1641,1941000,1,1,1726,13,100,163,11,249,456,85,649
1642,1942000,1,1,1644,34,101,197,0,241,393,108,570
1643,1943000,1,1,1495,14,109,168,2,267,301,85,549
1644,1944000,1,1,1485,30,99,157,3,258,344,80,514
1645,1945000,1,1,1583,29,92,172,0,268,371,112,539
1646,1946000,1,1,1633,55,90,172,6,254,404,82,570
1647,1947000,1,1,1570,22,85,191,7,270,352,101,542
1648,1948000,1,1,1597,20,118,235,6,232,341,115,530
1649,1949000,1,1,1776,19,110,161,1,260,441,87,697
1650,1950000,1,1,1645,64,96,146,2,261,341,79,656
1651,1951000,1,1,1690,49,86,171,5,230,418,109,622
1652,1952000,1,1,1410,44,98,191,1,241,271,106,458
1653,1953000,1,1,1530,20,95,173,3,247,337,105,550
1654,1954000,1,1,1740,48,94,176,17,270,427,80,628
1655,1955000,1,1,1643,43,114,141,14,284,401,78,568
1656,1956000,1,1,1825,31,98,164,4,280,487,79,682
1657,1957000,1,1,1700,30,101,191,3,238,429,107,601
1658,1958000,1,1,1584,40,108,130,4,280,409,76,537
1659,1959000,1,1,1760,49,101,169,5,246,436,98,656
1660,1960000,1,1,1796,82,96,199,7,246,455,98,613
1661,1961000,1,1,1432,31,91,155,4,240,339,90,482
1662,1962000,1,1,1558,31,98,162,3,270,339,79,576
1663,1963000,1,1,1840,68,103,158,0,261,500,78,672
1664,1964000,1,1,1576,30,90,180,4,247,340,109,576
1665,1965000,1,1,1473,28,90,194,3,236,322,102,498
1666,1966000,1,1,1609,23,111,191,7,252,357,107,561
1667,1967000,1,1,1727,49,109,150,2,264,439,84,630
1668,1968000,1,1,1626,57,107,159,2,246,399,101,555
1669,1969000,1,1,1682,25,121,191,0,227,414,120,584
1670,1970000,1,1,1564,39,96,160,0,230,369,104,566
1671,1971000,1,1,1528,21,100,161,1,279,373,77,516
1672,1972000,1,1,1557,24,97,171,0,251,358,94,562
1673,1973000,1,1,1541,38,91,189,1,245,330,93,554
1674,1974000,1,1,1698,58,115,203,0,261,386,99,576
1675,1975000,1,1,1511,32,108,134,0,268,326,84,559
1676,1976000,1,1,1556,26,103,195,4,248,326,101,553
1677,1977000,1,1,1671,49,92,148,0,270,443,82,587
1678,1978000,1,1,1776,43,69,126,4,280,492,87,675
1679,1979000,1,1,1598,16,102,165,5,264,380,77,589
1680,1980000,1,1,1571,24,96,174,5,268,352,74,578
1681,1981000,1,1,1624,17,85,164,8,262,409,95,584
1682,1982000,1,1,1707,29,96,212,1,243,446,104,576
1683,1983000,1,1,1689,15,89,182,2,226,446,108,621
1684,1984000,1,1,1745,21,100,183,7,243,462,103,626
1685,1985000,1,1,1638,21,103,185,2,260,396,91,580
1686,1986000,1,1,1593,30,88,192,11,231,354,105,582
1687,1987000,1,1,1606,22,102,191,6,256,300,94,635
1688,1988000,1,1,1658,29,93,153,9,261,400,88,625
1689,1989000,1,1,1828,47,109,153,6,264,514,109,626
1690,1990000,1,1,1580,24,104,222,3,246,353,110,518
1691,1991000,1,1,1789,80,114,261,0,242,377,119,596
1692,1992000,1,1,1571,71,97,139,0,246,390,83,545
